Date,Monthly Return,Monthly Close,Dividend,Dividend Yield,Total Return,Cumulative Return
2020-06,-0.0050395872055102,33.2101,0.0,0.0,-0.0050395872055102,0.9949604127944898
2020-07,0.0550727690775385,35.0391,0.494,0.014098535635903891,0.06917130471344239,1.0637831226857097
2020-08,0.0238050420014368,35.8732,0.29,0.008084029303212427,0.03188907130464923,1.0977061785377167
2020-09,-0.0075734237692149,35.6015,0.453,0.012724182969818688,0.0051507592006037875,1.1033601987363792
2020-10,-0.0142925152450246,35.0927,0.435,0.012395740424646721,-0.0018967748203778789,1.1012673728936089
2020-11,0.0725627923514857,37.6391,0.515,0.01368258008294566,0.08624537243443137,1.196246587618706
2020-12,0.0260025025190389,38.6178,1.0430000000000001,0.027008270797404307,0.0530107733164432,1.25966054430553
2021-01,-0.0159640698534615,38.0013,0.0,0.0,-0.0159640698534615,1.239551235384587
2021-02,0.0068322925251536,38.2609,0.263,0.006873858168521912,0.013706150693675511,1.2565407114093
2021-03,0.0635140707678023,40.691,0.321,0.007888722321889361,0.07140279308969166,1.346261227834832
2021-04,0.0259295334825173,41.7461,0.348,0.008336108043625633,0.034265641526142934,1.3923917324683655
2021-05,0.0175562694853144,42.479,0.374,0.008804350384896067,0.026360619870210468,1.4290960416383878
2021-06,0.0160024246506145,43.1588,0.314,0.007275457148947608,0.023277881799562108,1.4623623703758681
2021-07,0.0256752315884056,44.2669,0.395,0.008923145736430606,0.034598377324836206,1.5129577354517743
2021-08,0.0173598475117902,45.0354,0.257,0.00570662190188163,0.023066469413671832,1.5478563287807507
2021-09,-0.0415008577172014,43.1664,0.339,0.00785333036806405,-0.03364752734913735,1.4957747906255652
2021-10,0.0457756128219577,45.1423,0.343,0.0075981950410147475,0.053373807862972446,1.575609986906692
2021-11,-0.0169439304973594,44.3775,0.366,0.008247422680412371,-0.008696507816947028,1.5619076823390983
2021-12,0.057525458847218,46.9303,0.8420000000000001,0.017941500480499806,0.0754669593277178,1.6797801058758328
2022-01,-0.0348157048481388,45.2964,0.0,0.0,-0.0348157048481388,1.6212973774998845
2022-02,-0.0123416584597799,44.7373,0.382,0.008538736132936051,-0.003802922326843849,1.6151317095045368
2022-03,0.033704943037496,46.2452,0.462,0.009990226012645638,0.04369516905014164,1.6857051625895818
2022-04,-0.0367031634164283,44.5479,0.588,0.013199275386718565,-0.023503888029709735,1.6460845371969728
2022-05,-0.0007229860497003,44.5157,0.468,0.01051314480059844,0.00979015875089814,1.6621999661335298
2022-06,-0.0365570494195388,42.8883,0.516,0.012031253278866264,-0.02452579614067254,1.621433188619106
2022-07,0.0474383369218167,44.9229,0.621,0.01382368457957968,0.061262021501396376,1.7207654634833673
2022-08,-0.0294194521586487,43.6012,0.495,0.011352898544076768,-0.018066553614571934,1.6896771619792414
2022-09,-0.0634542759040945,40.8346,0.559,0.0136893712684831,-0.049764904635611396,1.6055905391483738
2022-10,0.0752923877590199,43.9091,0.481,0.010954449077753814,0.08624683683677371,1.7440676444049712
2022-11,0.0521832013452061,46.2004,0.606,0.013116769551778772,0.06529997089698487,1.8579552108269886
2022-12,-0.0196493151770764,45.2926,1.1829999999999998,0.026119056976194783,0.006469741799118384,1.8699757013153657
2023-01,0.0179851504027899,46.1072,0.0,0.0,0.0179851504027899,1.903607495553085
2023-02,-0.0224624122746236,45.0715,0.444,0.00985101449918463,-0.01261139777543897,1.879600344218358
2023-03,0.0228741248158732,46.1025,0.411,0.00891491784610379,0.03178904266197699,1.939351039748182
2023-04,0.0229896327753666,47.1624,0.445,0.009435482503010873,0.03242511527837747,2.002234720777258
2023-05,-0.0173714497030411,46.3431,0.425,0.009170728760052737,-0.008200720942988364,1.9858149525698015
2023-06,0.0312178485636531,47.7898,0.365,0.007637613047135581,0.03885546161078868,2.0629747092255073
2023-07,0.016536004083713,48.5801,0.359,0.007389857163735768,0.023925861247448766,2.1123331558754326
2023-08,7.852390759843787e-08,48.5801,0.29,0.005969522499953684,0.0059696010238612825,2.1249429420454824
2023-09,-0.0306233007427733,47.0924,0.338,0.007177378940126221,-0.02344592180264708,2.0751216959911973
2023-10,-0.010846506222079,46.5816,0.363,0.007792776546962749,-0.003053729675116251,2.0687848352886715
2023-11,0.0468610129694411,48.7645,0.359,0.0073619128669421404,0.05422292583638324,2.1809604019839637
2023-12,0.0200407359187715,49.7417,0.8180000000000001,0.016444954635647758,0.03648569055441926,2.2605342483221924
2024-01,0.01782445645922,50.6284,0.0,0.0,0.01782445645922,2.300827042605987
2024-02,0.0235542372837935,51.8209,0.301,0.005808467240051793,0.029362704523845293,2.3683855472185
2024-03,0.0210167711335216,52.91,0.301,0.005688905688905689,0.02670567682242729,2.4316348862334243
2024-04,-0.0275579693922906,51.4519,0.345,0.006705291738497508,-0.020852677653793093,2.380928787779081
2024-05,0.0220487321695415,52.5863,0.326,0.006199333286426313,0.028248065455967815,2.4481854200222624
2024-06,0.0037188450158915,52.7819,0.36,0.006820519913076263,0.010539364928967763,2.4739877395776553
2024-07,0.0200531797911589,53.8403,0.33,0.006129237764276946,0.026182417555435846,2.5387627196023064
2024-08,0.0286583660220929,55.3833,0.289,0.005218179487318379,0.03387654550941128,2.6247672304105105
2024-09,0.0184836406971948,56.407,0.4,0.007091318453383446,0.025574959150578246,2.6918955451080357
2024-10,-0.0072397203471024,55.9986,0.392,0.00700017500437511,-0.00023954534272729,2.6912507140670967
2024-11,0.0431279043920971,58.4137,0.375,0.006419726879139654,0.04954763127123675,2.8245958121061463
2024-12,-0.0414251804306093,55.9939,0.797,0.014233693313021599,-0.027191487117587697,2.74779085146887
2025-01,0.0250303914384573,57.3955,0.0,0.0,0.0250303914384573,2.8165691320721473
2025-02,0.0130618446878894,58.1452,0.326,0.005606653687664674,0.018668498375554073,2.869150248338872
2025-03,-0.0328696031093768,56.234,0.328,0.005832770210193122,-0.027036832899183683,2.7915775125118825
2025-04,-0.0201297041074595,55.102,0.408,0.00740444992922217,-0.012725254178237331,2.7560539791069174
2025-05,0.0155710840941278,55.96,0.488,0.008720514653323802,0.0242915987474516,2.8230029364937
