Portfolio,Annualized Return (%),Annualized Volatility (%)
1,11.22744442417403,14.092577248689958
2,9.353692988726635,11.039571818698318
3,10.089751452004034,11.803133565021149
4,11.271411280683306,14.855747047810757
5,6.734175307389949,6.977103998025467
6,7.20716760126751,7.814159850973837
7,7.352809596641545,8.063324383247803
8,13.543151359609604,19.50261644900049
9,7.573234488022866,10.12828855209011
