Portfolio,Sharpe Ratio,Sortino Ratio
1,0.5214959419533707,0.7212852039494883
2,0.5903470496567209,0.8395900692808307
3,0.5748184040911525,0.8708214760520964
4,0.4862356292248101,0.6636911752232927
5,0.6026714235130651,0.9056829335350013
6,0.5928327164347122,0.8522941259117295
7,0.5800783971817703,0.8412342114382577
8,0.4207373835944965,0.561155366609063
9,0.4802999440005662,0.6891530849806794
