Portfolio,Annualized Return,Annualized Volatility
1,0.08475562748753052,0.12051870202122635
2,0.09448956170834655,0.15911198790938302
3,0.08680687377348795,0.11921254365902226
4,0.09078066281401043,0.13136598231257107
5,0.09211929969057797,0.16972646922914364
6,0.06605817680857995,0.07741307453227751
7,0.06982652871458805,0.08585977699657692
8,0.07068144456748615,0.08960184400887984
9,0.07365957857144134,0.10449405546019455
10,0.06568335102988443,0.0808722885668926
