Date,Aggressive_1,Aggressive_2,Aggressive_3,Aggressive_4,Aggressive_5,Aggressive_6,Aggressive_7,Aggressive_8,Aggressive_9,Aggressive_10,Aggressive_11,Aggressive_12,Aggressive_13,Aggressive_14,Aggressive_15,Aggressive_16,Aggressive_17,Aggressive_18,Aggressive_19,Aggressive_20
1998-02-28,0.014829078775795819,0.018328464187841096,0.018397758948475656,0.014829078775795819,0.014829078775795819,0.018397758948475656,0.0,0.014829078775795819,0.018397758948475656,0.014829078775795819,0.014829078775795819,0.019901455254245606,0.014829078775795819,0.019901455254245606,0.014829078775795819,0.019901455254245606,0.018397758948475656,0.014829078775795819,0.014829078775795819,0.018328464187841096
1998-03-31,0.010439645746646666,0.012903207009289921,0.01295199040062939,0.010439645746646666,0.010439645746646666,0.01295199040062939,0.0,0.010439645746646666,0.01295199040062939,0.010439645746646666,0.010439645746646666,0.0140105899926959,0.010439645746646666,0.0140105899926959,0.010439645746646666,0.0140105899926959,0.01295199040062939,0.010439645746646666,0.010439645746646666,0.012903207009289921
1998-04-30,0.0027373730007938693,0.0033833418631307407,0.0033961333257512727,0.0027373730007938693,0.0027373730007938693,0.0033961333257512727,0.0,0.0027373730007938693,0.0033961333257512727,0.0027373730007938693,0.0027373730007938693,0.003673708064616819,0.0027373730007938693,0.003673708064616819,0.0027373730007938693,0.003673708064616819,0.0033961333257512727,0.0027373730007938693,0.0027373730007938693,0.0033833418631307407
1998-05-31,-0.0044445739375452405,-0.005493410310657552,-0.005514179347748885,-0.0044445739375452405,-0.0044445739375452405,-0.005514179347748885,0.0,-0.0044445739375452405,-0.005514179347748885,-0.0044445739375452405,-0.0044445739375452405,-0.005964867452630809,-0.0044445739375452405,-0.005964867452630809,-0.0044445739375452405,-0.005964867452630809,-0.005514179347748885,-0.0044445739375452405,-0.0044445739375452405,-0.005493410310657552
1998-06-30,0.009110692181687126,0.011260645243253481,0.01130321857120529,0.009110692181687126,0.009110692181687126,0.01130321857120529,0.0,0.009110692181687126,0.01130321857120529,0.009110692181687126,0.009110692181687126,0.012227059787759545,0.009110692181687126,0.012227059787759545,0.009110692181687126,0.012227059787759545,0.01130321857120529,0.009110692181687126,0.009110692181687126,0.011260645243253481
1998-07-31,-0.0028919168399957323,-0.0035743551597143515,-0.0035878687898077896,-0.0028919168399957323,-0.0028919168399957323,-0.0035878687898077896,0.0,-0.0028919168399957323,-0.0035878687898077896,-0.0028919168399957323,-0.0028919168399957323,-0.003881114562835394,-0.0028919168399957323,-0.003881114562835394,-0.0028919168399957323,-0.003881114562835394,-0.0035878687898077896,-0.0028919168399957323,-0.0028919168399957323,-0.0035743551597143515
1998-08-31,-0.030212380908239043,-0.03734193808518331,-0.037483117435221806,-0.030212380908239043,-0.030212380908239043,-0.037483117435221806,0.0,-0.030212380908239043,-0.037483117435221806,-0.030212380908239043,-0.030212380908239043,-0.040546709331057265,-0.030212380908239043,-0.040546709331057265,-0.030212380908239043,-0.040546709331057265,-0.037483117435221806,-0.030212380908239043,-0.030212380908239043,-0.03734193808518331
1998-09-30,0.013618838765090882,0.016832630155918404,0.01689626958940014,0.013618838765090882,0.013618838765090882,0.01689626958940014,0.0,0.013618838765090882,0.01689626958940014,0.013618838765090882,0.013618838765090882,0.018277245295953745,0.013618838765090882,0.018277245295953745,0.013618838765090882,0.018277245295953745,0.01689626958940014,0.013618838765090882,0.013618838765090882,0.016832630155918404
1998-10-31,0.01735127314032264,0.02144584927857635,0.021526929994185335,0.01735127314032264,0.01735127314032264,0.021526929994185335,0.0,0.01735127314032264,0.021526929994185335,0.01735127314032264,0.01735127314032264,0.023286381522900294,0.01735127314032264,0.023286381522900294,0.01735127314032264,0.023286381522900294,0.021526929994185335,0.01735127314032264,0.01735127314032264,0.02144584927857635
1998-11-30,0.011915976414020323,0.014727924119198018,0.014783606251973813,0.011915976414020323,0.011915976414020323,0.014783606251973813,0.0,0.011915976414020323,0.014783606251973813,0.011915976414020323,0.011915976414020323,0.015991908533208584,0.011915976414020323,0.015991908533208584,0.011915976414020323,0.015991908533208584,0.014783606251973813,0.011915976414020323,0.011915976414020323,0.014727924119198018
