Combination,Weight1,Weight2,10-Year Return
QQQ-TLT,2,8,39.34738659
QQQ-TLT,2,8,55.68669401
QQQ-TLT,2,8,69.78996934
QQQ-TLT,2,8,59.90959832
QQQ-TLT,2,8,56.45003853
QQQ-TLT,2,8,57.7672322
QQQ-TLT,2,8,45.88740703
QQQ-TLT,2,8,46.28749384
QQQ-TLT,2,8,49.67293395
QQQ-TLT,2,8,52.34741277
QQQ-TLT,2,8,48.17283858
QQQ-TLT,2,8,54.15814518
QQQ-TLT,2,8,43.17921218
QQQ-TLT,2,8,42.31527494
QQQ-TLT,2,8,32.33058602
QQQ-TLT,2,8,24.18949032
QQQ-TLT,2,8,33.81702475
QQQ-TLT,2,8,29.97456366
QQQ-TLT,2,8,32.03334545
QQQ-TLT,2,8,32.74721276
QQQ-TLT,3,7,177.9397643
QQQ-TLT,3,7,170.4835786
QQQ-TLT,3,7,167.8991765
QQQ-TLT,3,7,155.1964068
QQQ-TLT,3,7,150.1820862
QQQ-TLT,3,7,146.604074
QQQ-TLT,3,7,143.854561
QQQ-TLT,3,7,138.9285103
QQQ-TLT,3,7,142.4512653
QQQ-TLT,3,7,144.0769389
QQQ-TLT,3,7,119.8004786
QQQ-TLT,3,7,115.5667645
QQQ-TLT,3,7,127.9442587
QQQ-TLT,3,7,120.2191057
QQQ-TLT,3,7,117.2838712
QQQ-TLT,3,7,121.7326519
QQQ-TLT,3,7,119.0049378
QQQ-TLT,3,7,114.0626921
QQQ-TLT,3,7,118.3335295
QQQ-TLT,3,7,119.8866695
QQQ-TLT,3,7,118.3612371
QQQ-TLT,3,7,133.6452413
QQQ-TLT,3,7,138.3829495
QQQ-TLT,3,7,136.1495234
QQQ-TLT,3,7,140.9605112
QQQ-TLT,3,7,147.1904924
QQQ-TLT,3,7,139.0251606
QQQ-TLT,3,7,139.0897081
QQQ-TLT,3,7,147.000909
QQQ-TLT,3,7,144.2029678
QQQ-TLT,3,7,157.8985179
QQQ-TLT,3,7,155.4042091
QQQ-TLT,3,7,157.7199953
QQQ-TLT,3,7,149.5306337
QQQ-TLT,3,7,135.6300054
QQQ-TLT,3,7,125.9870441
QQQ-TLT,3,7,136.4639369
QQQ-TLT,3,7,126.0091935
QQQ-TLT,3,7,132.6485999
QQQ-TLT,3,7,144.8576075
QQQ-TLT,3,7,138.3070971
QQQ-TLT,3,7,133.0490139
QQQ-TLT,3,7,136.7327328
QQQ-TLT,3,7,140.4157852
QQQ-TLT,3,7,151.673339
QQQ-TLT,3,7,152.9888493
QQQ-TLT,3,7,163.8144272
QQQ-TLT,3,7,172.6186197
QQQ-TLT,3,7,181.8533564
QQQ-TLT,3,7,171.0633221
QQQ-TLT,3,7,162.8200041
QQQ-TLT,3,7,148.5975487
QQQ-TLT,3,7,128.5847042
QQQ-TLT,3,7,134.3643914
QQQ-TLT,3,7,139.4675505
QQQ-TLT,3,7,140.7679996
QQQ-TLT,3,7,143.64406
QQQ-TLT,3,7,142.7180998
QQQ-TLT,3,7,150.4494183
QQQ-TLT,3,7,151.5187395
QQQ-TLT,3,7,147.7767372
QQQ-TLT,3,7,149.9878319
QQQ-TLT,3,7,141.5103215
QQQ-TLT,3,7,136.7708787
QQQ-TLT,3,7,135.359948
QQQ-TLT,3,7,139.8774672
QQQ-TLT,3,7,145.875769
QQQ-TLT,3,7,144.001232
QQQ-TLT,3,7,140.9390314
QQQ-TLT,3,7,136.2369927
QQQ-TLT,3,7,143.8218444
QQQ-TLT,3,7,148.31182
QQQ-TLT,3,7,148.0576104
QQQ-TLT,3,7,148.7835428
QQQ-TLT,3,7,152.7857885
QQQ-TLT,3,7,156.3170318
QQQ-TLT,3,7,143.2640663
QQQ-TLT,3,7,123.976265
QQQ-TLT,3,7,155.7819358
QQQ-TLT,3,7,162.5758201
QQQ-TLT,3,7,160.4675442
QQQ-TLT,3,7,163.6341787
QQQ-TLT,3,7,174.2025936
QQQ-TLT,3,7,178.3408654
QQQ-TLT,3,7,172.7844395
QQQ-TLT,3,7,186.5887932
QQQ-TLT,3,7,172.6890411
QQQ-TLT,3,7,181.8915656
QQQ-TLT,3,7,176.9055652
QQQ-TLT,3,7,182.0627165
QQQ-TLT,3,7,199.9888836
QQQ-TLT,3,7,204.9713672
QQQ-TLT,3,7,209.2186769
QQQ-TLT,3,7,216.2657403
QQQ-TLT,3,7,214.3585204
QQQ-TLT,3,7,213.9156016
QQQ-TLT,3,7,225.6462891
QQQ-TLT,3,7,211.3394465
QQQ-TLT,3,7,201.0419569
QQQ-TLT,3,7,194.7755723
QQQ-TLT,3,7,211.9870029
QQQ-TLT,3,7,217.5853132
QQQ-TLT,3,7,213.8654541
QQQ-TLT,3,7,194.9402794
QQQ-TLT,3,7,185.9560791
QQQ-TLT,3,7,188.8023291
QQQ-TLT,3,7,182.0394263
QQQ-TLT,3,7,202.8271423
QQQ-TLT,3,7,202.4475168
QQQ-TLT,3,7,190.3230407
QQQ-TLT,3,7,159.0110823
QQQ-TLT,3,7,168.4096703
QQQ-TLT,3,7,173.624596
QQQ-TLT,3,7,164.8157534
QQQ-TLT,3,7,144.9899705
QQQ-TLT,3,7,138.6488761
QQQ-TLT,3,7,136.3207352
QQQ-TLT,3,7,104.8782796
QQQ-TLT,3,7,92.57249181
QQQ-TLT,3,7,85.8722875
QQQ-TLT,3,7,90.37751039
QQQ-TLT,3,7,80.23898882
QQQ-TLT,3,7,66.6629757
QQQ-TLT,3,7,64.87437719
QQQ-TLT,3,7,73.77739345
QQQ-TLT,3,7,69.07221287
QQQ-TLT,3,7,86.17581905
QQQ-TLT,3,7,77.92716793
QQQ-TLT,3,7,87.868328
QQQ-TLT,3,7,81.27485463
QQQ-TLT,3,7,88.63931393
QQQ-TLT,3,7,98.46414325
QQQ-TLT,3,7,96.61115408
QQQ-TLT,3,7,93.45695614
QQQ-TLT,3,7,76.37979147
QQQ-TLT,3,7,64.4495109
QQQ-TLT,3,7,82.7218681
QQQ-TLT,3,7,97.74552349
QQQ-TLT,3,7,88.48746295
QQQ-TLT,3,7,84.96582169
QQQ-TLT,3,7,87.26284601
QQQ-TLT,3,7,73.95902008
QQQ-TLT,3,7,74.72619231
QQQ-TLT,3,7,78.97780968
QQQ-TLT,3,7,81.14005689
QQQ-TLT,3,7,75.95440015
QQQ-TLT,3,7,82.9208106
QQQ-TLT,3,7,70.73969755
QQQ-TLT,3,7,70.00559822
QQQ-TLT,3,7,60.07630019
QQQ-TLT,3,7,52.16237184
QQQ-TLT,3,7,60.41436879
QQQ-TLT,3,7,55.32250829
QQQ-TLT,3,7,57.3596078
QQQ-TLT,3,7,59.48309949
QQQ-TLT,4,6,186.1038274
QQQ-TLT,4,6,182.1442691
QQQ-TLT,4,6,185.0196881
QQQ-TLT,4,6,164.4803991
QQQ-TLT,4,6,155.8941146
QQQ-TLT,4,6,157.043121
QQQ-TLT,4,6,155.4663122
QQQ-TLT,4,6,150.1206663
QQQ-TLT,4,6,154.2355504
QQQ-TLT,4,6,153.5317049
QQQ-TLT,4,6,130.2903023
QQQ-TLT,4,6,125.5240268
QQQ-TLT,4,6,136.4832644
QQQ-TLT,4,6,127.8648077
QQQ-TLT,4,6,127.6987012
QQQ-TLT,4,6,130.5105521
QQQ-TLT,4,6,129.0584476
QQQ-TLT,4,6,124.5822417
QQQ-TLT,4,6,127.2905744
QQQ-TLT,4,6,130.7750595
QQQ-TLT,4,6,129.1551329
QQQ-TLT,4,6,143.7743791
QQQ-TLT,4,6,147.7723645
QQQ-TLT,4,6,145.7410802
QQQ-TLT,4,6,153.2039377
QQQ-TLT,4,6,161.5258921
QQQ-TLT,4,6,152.6534987
QQQ-TLT,4,6,151.8830228
QQQ-TLT,4,6,158.4435005
QQQ-TLT,4,6,154.044944
QQQ-TLT,4,6,167.9194111
QQQ-TLT,4,6,168.6804701
QQQ-TLT,4,6,170.5338835
QQQ-TLT,4,6,165.5145708
QQQ-TLT,4,6,150.5258853
QQQ-TLT,4,6,141.9906267
QQQ-TLT,4,6,150.4565923
QQQ-TLT,4,6,139.046734
QQQ-TLT,4,6,143.8419667
QQQ-TLT,4,6,159.3722704
QQQ-TLT,4,6,151.4787507
QQQ-TLT,4,6,146.7648222
QQQ-TLT,4,6,146.2967586
QQQ-TLT,4,6,149.7954962
QQQ-TLT,4,6,161.4853823
QQQ-TLT,4,6,161.5150407
QQQ-TLT,4,6,175.6486547
QQQ-TLT,4,6,182.6764354
QQQ-TLT,4,6,195.5841651
QQQ-TLT,4,6,184.3865565
QQQ-TLT,4,6,176.0363133
QQQ-TLT,4,6,160.8920205
QQQ-TLT,4,6,141.8238873
QQQ-TLT,4,6,148.1258965
QQQ-TLT,4,6,153.8145001
QQQ-TLT,4,6,157.1675642
QQQ-TLT,4,6,160.3511137
QQQ-TLT,4,6,158.4735593
QQQ-TLT,4,6,165.7664079
QQQ-TLT,4,6,165.6711009
QQQ-TLT,4,6,163.8386004
QQQ-TLT,4,6,165.5796361
QQQ-TLT,4,6,155.8393172
QQQ-TLT,4,6,150.7010497
QQQ-TLT,4,6,152.5165391
QQQ-TLT,4,6,156.9129326
QQQ-TLT,4,6,170.3517834
QQQ-TLT,4,6,169.9743089
QQQ-TLT,4,6,164.8199049
QQQ-TLT,4,6,157.6544704
QQQ-TLT,4,6,164.5902706
QQQ-TLT,4,6,172.9800341
QQQ-TLT,4,6,173.580544
QQQ-TLT,4,6,175.9226793
QQQ-TLT,4,6,186.1651227
QQQ-TLT,4,6,192.6743388
QQQ-TLT,4,6,184.0829766
QQQ-TLT,4,6,160.5065213
QQQ-TLT,4,6,196.4479438
QQQ-TLT,4,6,206.828618
QQQ-TLT,4,6,202.0999918
QQQ-TLT,4,6,201.9564571
QQQ-TLT,4,6,207.2808287
QQQ-TLT,4,6,213.2501095
QQQ-TLT,4,6,205.297242
QQQ-TLT,4,6,217.1078192
QQQ-TLT,4,6,201.899886
QQQ-TLT,4,6,213.9346028
QQQ-TLT,4,6,208.2093382
QQQ-TLT,4,6,212.4818382
QQQ-TLT,4,6,233.9479459
QQQ-TLT,4,6,233.6746516
QQQ-TLT,4,6,230.6008702
QQQ-TLT,4,6,242.9095491
QQQ-TLT,4,6,247.9624294
QQQ-TLT,4,6,253.5671736
QQQ-TLT,4,6,264.8448707
QQQ-TLT,4,6,259.0609428
QQQ-TLT,4,6,239.6665004
QQQ-TLT,4,6,229.1121961
QQQ-TLT,4,6,250.9757402
QQQ-TLT,4,6,256.4012398
QQQ-TLT,4,6,251.5282826
QQQ-TLT,4,6,231.7691497
QQQ-TLT,4,6,224.130479
QQQ-TLT,4,6,228.2655248
QQQ-TLT,4,6,221.6546151
QQQ-TLT,4,6,245.8632159
QQQ-TLT,4,6,246.0624371
QQQ-TLT,4,6,238.4271304
QQQ-TLT,4,6,206.0764946
QQQ-TLT,4,6,214.3738597
QQQ-TLT,4,6,221.7370414
QQQ-TLT,4,6,213.621013
QQQ-TLT,4,6,186.2118855
QQQ-TLT,4,6,175.5120626
QQQ-TLT,4,6,173.0773966
QQQ-TLT,4,6,137.0198702
QQQ-TLT,4,6,126.426016
QQQ-TLT,4,6,115.6740304
QQQ-TLT,4,6,123.633783
QQQ-TLT,4,6,110.2367201
QQQ-TLT,4,6,93.23894388
QQQ-TLT,4,6,94.07725559
QQQ-TLT,4,6,104.2188831
QQQ-TLT,4,6,96.95311085
QQQ-TLT,4,6,116.1919198
QQQ-TLT,4,6,107.7590069
QQQ-TLT,4,6,119.5761875
QQQ-TLT,4,6,112.3439691
QQQ-TLT,4,6,121.0012977
QQQ-TLT,4,6,133.6874758
QQQ-TLT,4,6,131.0234199
QQQ-TLT,4,6,127.4873845
QQQ-TLT,4,6,107.197209
QQQ-TLT,4,6,93.20457276
QQQ-TLT,4,6,113.499863
QQQ-TLT,4,6,129.2850949
QQQ-TLT,4,6,121.1998653
QQQ-TLT,4,6,117.7138465
QQQ-TLT,4,6,121.2943528
QQQ-TLT,4,6,106.5191556
QQQ-TLT,4,6,107.7732981
QQQ-TLT,4,6,113.0747857
QQQ-TLT,4,6,114.4170086
QQQ-TLT,4,6,108.0159259
QQQ-TLT,4,6,116.0853614
QQQ-TLT,4,6,102.6957781
QQQ-TLT,4,6,102.1747736
QQQ-TLT,4,6,92.76864607
QQQ-TLT,4,6,85.62032523
QQQ-TLT,4,6,91.47987379
QQQ-TLT,4,6,84.81819089
QQQ-TLT,4,6,86.74403603
QQQ-TLT,4,6,90.76037216
QQQ-TLT,5,5,192.0982395
QQQ-TLT,5,5,191.9014465
QQQ-TLT,5,5,200.8324858
QQQ-TLT,5,5,172.0454669
QQQ-TLT,5,5,159.8180576
QQQ-TLT,5,5,166.035702
QQQ-TLT,5,5,165.7356159
QQQ-TLT,5,5,159.982561
QQQ-TLT,5,5,164.7021046
QQQ-TLT,5,5,161.4982432
QQQ-TLT,5,5,139.5557029
QQQ-TLT,5,5,134.255477
QQQ-TLT,5,5,143.6400764
QQQ-TLT,5,5,134.1430629
QQQ-TLT,5,5,136.9738957
QQQ-TLT,5,5,138.0180244
QQQ-TLT,5,5,137.9466307
QQQ-TLT,5,5,134.0140731
QQQ-TLT,5,5,134.9886486
QQQ-TLT,5,5,140.5359881
QQQ-TLT,5,5,138.8276503
QQQ-TLT,5,5,152.593837
QQQ-TLT,5,5,155.767439
QQQ-TLT,5,5,153.9687914
QQQ-TLT,5,5,164.2677746
QQQ-TLT,5,5,174.8308343
QQQ-TLT,5,5,165.262783
QQQ-TLT,5,5,163.578819
QQQ-TLT,5,5,168.6181854
QQQ-TLT,5,5,162.5186332
QQQ-TLT,5,5,176.46267
QQQ-TLT,5,5,180.7002569
QQQ-TLT,5,5,182.0261742
QQQ-TLT,5,5,180.5842305
QQQ-TLT,5,5,164.538241
QQQ-TLT,5,5,157.3589708
QQQ-TLT,5,5,163.4979393
QQQ-TLT,5,5,151.136487
QQQ-TLT,5,5,153.8573681
QQQ-TLT,5,5,172.8674044
QQQ-TLT,5,5,163.569308
QQQ-TLT,5,5,159.5119321
QQQ-TLT,5,5,154.473269
QQQ-TLT,5,5,157.7417387
QQQ-TLT,5,5,169.7964927
QQQ-TLT,5,5,168.4546274
QQQ-TLT,5,5,186.0288271
QQQ-TLT,5,5,191.0625801
QQQ-TLT,5,5,207.8292794
QQQ-TLT,5,5,196.2903496
QQQ-TLT,5,5,187.8996766
QQQ-TLT,5,5,171.8906348
QQQ-TLT,5,5,154.0302448
QQQ-TLT,5,5,160.8470678
QQQ-TLT,5,5,167.1259135
QQQ-TLT,5,5,172.7539845
QQQ-TLT,5,5,176.2483066
QQQ-TLT,5,5,173.3223186
QQQ-TLT,5,5,180.0506061
QQQ-TLT,5,5,178.6579203
QQQ-TLT,5,5,178.9747062
QQQ-TLT,5,5,180.1683508
QQQ-TLT,5,5,169.1261666
QQQ-TLT,5,5,163.5985459
QQQ-TLT,5,5,169.0720058
QQQ-TLT,5,5,173.2772094
QQQ-TLT,5,5,195.252874
QQQ-TLT,5,5,196.6958998
QQQ-TLT,5,5,189.0892448
QQQ-TLT,5,5,179.131172
QQQ-TLT,5,5,185.2215463
QQQ-TLT,5,5,198.1534882
QQQ-TLT,5,5,199.7685597
QQQ-TLT,5,5,204.0282212
QQQ-TLT,5,5,221.9433534
QQQ-TLT,5,5,232.1763282
QQQ-TLT,5,5,229.9551025
QQQ-TLT,5,5,201.3237695
QQQ-TLT,5,5,241.7085632
QQQ-TLT,5,5,256.5858101
QQQ-TLT,5,5,248.4888078
QQQ-TLT,5,5,244.0918872
QQQ-TLT,5,5,242.5397563
QQQ-TLT,5,5,250.6721712
QQQ-TLT,5,5,239.8952561
QQQ-TLT,5,5,248.9867216
QQQ-TLT,5,5,232.4380766
QQQ-TLT,5,5,247.7251496
QQQ-TLT,5,5,241.1944684
QQQ-TLT,5,5,244.3372299
QQQ-TLT,5,5,269.7952075
QQQ-TLT,5,5,263.1104794
QQQ-TLT,5,5,251.523221
QQQ-TLT,5,5,269.6979902
QQQ-TLT,5,5,283.0168187
QQQ-TLT,5,5,296.0533454
QQQ-TLT,5,5,306.5534819
QQQ-TLT,5,5,311.8283585
QQQ-TLT,5,5,281.217192
QQQ-TLT,5,5,265.545428
QQQ-TLT,5,5,292.7606108
QQQ-TLT,5,5,297.8721673
QQQ-TLT,5,5,291.6616972
QQQ-TLT,5,5,271.2430338
QQQ-TLT,5,5,265.4591021
QQQ-TLT,5,5,271.1450351
QQQ-TLT,5,5,264.8984213
QQQ-TLT,5,5,292.9297315
QQQ-TLT,5,5,293.8788107
QQQ-TLT,5,5,292.4925162
QQQ-TLT,5,5,259.9492708
QQQ-TLT,5,5,266.4946117
QQQ-TLT,5,5,276.5556242
QQQ-TLT,5,5,269.701418
QQQ-TLT,5,5,232.8368744
QQQ-TLT,5,5,216.633657
QQQ-TLT,5,5,214.1210925
QQQ-TLT,5,5,172.9646267
QQQ-TLT,5,5,165.0925204
QQQ-TLT,5,5,149.175066
QQQ-TLT,5,5,161.545187
QQQ-TLT,5,5,144.1595451
QQQ-TLT,5,5,123.0785956
QQQ-TLT,5,5,127.4413597
QQQ-TLT,5,5,138.9300985
QQQ-TLT,5,5,128.4062004
QQQ-TLT,5,5,149.93204
QQQ-TLT,5,5,141.5098057
QQQ-TLT,5,5,155.4883006
QQQ-TLT,5,5,147.6271442
QQQ-TLT,5,5,157.7579791
QQQ-TLT,5,5,173.9230535
QQQ-TLT,5,5,170.2445838
QQQ-TLT,5,5,166.3069844
QQQ-TLT,5,5,142.3116953
QQQ-TLT,5,5,125.9733736
QQQ-TLT,5,5,148.3570541
QQQ-TLT,5,5,164.681253
QQQ-TLT,5,5,158.4555492
QQQ-TLT,5,5,155.1313435
QQQ-TLT,5,5,160.3618962
QQQ-TLT,5,5,144.0970183
QQQ-TLT,5,5,145.9840184
QQQ-TLT,5,5,152.5494704
QQQ-TLT,5,5,152.6816675
QQQ-TLT,5,5,144.8287502
QQQ-TLT,5,5,154.1309817
QQQ-TLT,5,5,139.5604378
QQQ-TLT,5,5,139.3576516
QQQ-TLT,5,5,131.0964827
QQQ-TLT,5,5,125.4477432
QQQ-TLT,5,5,127.5907436
QQQ-TLT,5,5,118.9740946
QQQ-TLT,5,5,120.6720597
QQQ-TLT,5,5,127.1699099
QQQ-TLT,6,4,195.7667479
QQQ-TLT,6,4,199.515498
QQQ-TLT,6,4,214.9983777
QQQ-TLT,6,4,177.71407
QQQ-TLT,6,4,161.8548765
QQQ-TLT,6,4,173.3907252
QQQ-TLT,6,4,174.4486883
QQQ-TLT,6,4,168.308105
QQQ-TLT,6,4,173.6337898
QQQ-TLT,6,4,167.8044679
QQQ-TLT,6,4,147.4023478
QQQ-TLT,6,4,141.5767819
QQQ-TLT,6,4,149.2600765
QQQ-TLT,6,4,138.9165268
QQQ-TLT,6,4,144.9215845
QQQ-TLT,6,4,144.0985749
QQQ-TLT,6,4,145.4891746
QQQ-TLT,6,4,142.1695097
QQQ-TLT,6,4,141.2654592
QQQ-TLT,6,4,148.9722468
QQQ-TLT,6,4,147.1832595
QQQ-TLT,6,4,159.9198378
QQQ-TLT,6,4,162.1987686
QQQ-TLT,6,4,160.6592583
QQQ-TLT,6,4,173.9341329
QQQ-TLT,6,4,186.8555918
QQQ-TLT,6,4,176.6151044
QQQ-TLT,6,4,173.9522963
QQQ-TLT,6,4,177.3235029
QQQ-TLT,6,4,169.4500504
QQQ-TLT,6,4,183.3504936
QQQ-TLT,6,4,191.2248521
QQQ-TLT,6,4,191.9655291
QQQ-TLT,6,4,194.462098
QQQ-TLT,6,4,177.4079749
QQQ-TLT,6,4,171.8233574
QQQ-TLT,6,4,175.3461524
QQQ-TLT,6,4,162.0516005
QQQ-TLT,6,4,162.496761
QQQ-TLT,6,4,185.0878599
QQQ-TLT,6,4,174.345761
QQQ-TLT,6,4,171.050528
QQQ-TLT,6,4,161.0884462
QQQ-TLT,6,4,164.0841276
QQQ-TLT,6,4,176.4284441
QQQ-TLT,6,4,173.6546837
QQQ-TLT,6,4,194.7403114
QQQ-TLT,6,4,197.5941628
QQQ-TLT,6,4,218.3379548
QQQ-TLT,6,4,206.5314356
QQQ-TLT,6,4,198.1688381
QQQ-TLT,6,4,181.3689275
QQQ-TLT,6,4,164.9631194
QQQ-TLT,6,4,172.2781581
QQQ-TLT,6,4,179.1419215
QQQ-TLT,6,4,187.2388944
QQQ-TLT,6,4,191.0423133
QQQ-TLT,6,4,186.9847064
QQQ-TLT,6,4,193.0278208
QQQ-TLT,6,4,190.2225031
QQQ-TLT,6,4,192.9001821
QQQ-TLT,6,4,193.4751968
QQQ-TLT,6,4,181.1131371
QQQ-TLT,6,4,175.2126316
QQQ-TLT,6,4,184.7407838
QQQ-TLT,6,4,188.6840896
QQQ-TLT,6,4,220.254753
QQQ-TLT,6,4,223.8505133
QQQ-TLT,6,4,213.4267408
QQQ-TLT,6,4,200.3612601
QQQ-TLT,6,4,205.4087911
QQQ-TLT,6,4,223.5263957
QQQ-TLT,6,4,226.3176247
QQQ-TLT,6,4,232.8024981
QQQ-TLT,6,4,259.9412378
QQQ-TLT,6,4,274.7337934
QQQ-TLT,6,4,281.1658125
QQQ-TLT,6,4,246.6184892
QQQ-TLT,6,4,291.7387776
QQQ-TLT,6,4,312.1581241
QQQ-TLT,6,4,299.827218
QQQ-TLT,6,4,290.1128202
QQQ-TLT,6,4,279.8332964
QQQ-TLT,6,4,290.4831698
QQQ-TLT,6,4,276.4272264
QQQ-TLT,6,4,281.9954669
QQQ-TLT,6,4,264.0862572
QQQ-TLT,6,4,283.0594064
QQQ-TLT,6,4,275.6587618
QQQ-TLT,6,4,277.4118065
QQQ-TLT,6,4,307.3291467
QQQ-TLT,6,4,293.0038127
QQQ-TLT,6,4,271.7096507
QQQ-TLT,6,4,296.3186821
QQQ-TLT,6,4,319.2506792
QQQ-TLT,6,4,341.2165351
QQQ-TLT,6,4,350.5755905
QQQ-TLT,6,4,369.7609811
QQQ-TLT,6,4,325.5804396
QQQ-TLT,6,4,303.9037575
QQQ-TLT,6,4,337.2037557
QQQ-TLT,6,4,341.843058
QQQ-TLT,6,4,334.1006565
QQQ-TLT,6,4,313.2336041
QQQ-TLT,6,4,309.8745807
QQQ-TLT,6,4,317.3984005
QQQ-TLT,6,4,311.7669099
QQQ-TLT,6,4,344.03927
QQQ-TLT,6,4,345.9329261
QQQ-TLT,6,4,352.874429
QQQ-TLT,6,4,321.2637448
QQQ-TLT,6,4,325.2665627
QQQ-TLT,6,4,338.6711009
QQQ-TLT,6,4,333.7919184
QQQ-TLT,6,4,285.2820052
QQQ-TLT,6,4,262.2490452
QQQ-TLT,6,4,259.6951401
QQQ-TLT,6,4,212.9389016
QQQ-TLT,6,4,209.0365907
QQQ-TLT,6,4,186.639779
QQQ-TLT,6,4,204.5411592
QQQ-TLT,6,4,182.3230289
QQQ-TLT,6,4,156.407651
QQQ-TLT,6,4,165.3631916
QQQ-TLT,6,4,178.305176
QQQ-TLT,6,4,163.700044
QQQ-TLT,6,4,187.6559577
QQQ-TLT,6,4,179.4922365
QQQ-TLT,6,4,195.9468342
QQQ-TLT,6,4,187.4850891
QQQ-TLT,6,4,199.2863678
QQQ-TLT,6,4,219.6424984
QQQ-TLT,6,4,214.7123964
QQQ-TLT,6,4,210.3578958
QQQ-TLT,6,4,182.1129012
QQQ-TLT,6,4,163.1206247
QQQ-TLT,6,4,187.6270408
QQQ-TLT,6,4,204.1943262
QQQ-TLT,6,4,200.6687951
QQQ-TLT,6,4,197.6651152
QQQ-TLT,6,4,204.9833283
QQQ-TLT,6,4,187.2477077
QQQ-TLT,6,4,189.9430669
QQQ-TLT,6,4,198.0201858
QQQ-TLT,6,4,196.4566293
QQQ-TLT,6,4,186.8803359
QQQ-TLT,6,4,197.5521403
QQQ-TLT,6,4,181.8700583
QQQ-TLT,6,4,182.1158917
QQQ-TLT,6,4,175.8046473
QQQ-TLT,6,4,172.6298294
QQQ-TLT,6,4,169.3643407
QQQ-TLT,6,4,158.333482
QQQ-TLT,6,4,159.6553037
QQQ-TLT,6,4,169.3433589
QQQ-TLT,7,3,197.0044316
QQQ-TLT,7,3,204.7887564
QQQ-TLT,7,3,227.1962649
QQQ-TLT,7,3,181.3441275
QQQ-TLT,7,3,161.9434866
QQQ-TLT,7,3,178.9429865
QQQ-TLT,7,3,181.4141249
QQQ-TLT,7,3,174.913693
QQQ-TLT,7,3,180.8350912
QQQ-TLT,7,3,172.3059701
QQQ-TLT,7,3,153.6566773
QQQ-TLT,7,3,147.3249116
QQQ-TLT,7,3,153.2140819
QQQ-TLT,7,3,142.0735623
QQQ-TLT,7,3,151.3716303
QQQ-TLT,7,3,148.6176052
QQQ-TLT,7,3,151.5241867
QQQ-TLT,7,3,148.876015
QQQ-TLT,7,3,145.9806472
QQQ-TLT,7,3,155.9035621
QQQ-TLT,7,3,154.0433127
QQQ-TLT,7,3,165.5907071
QQQ-TLT,7,3,166.921592
QQQ-TLT,7,3,165.6628681
QQQ-TLT,7,3,182.0016776
QQQ-TLT,7,3,197.360957
QQQ-TLT,7,3,186.4835422
QQQ-TLT,7,3,182.7924665
QQQ-TLT,7,3,184.3770598
QQQ-TLT,7,3,174.6881746
QQQ-TLT,7,3,188.4304903
QQQ-TLT,7,3,200.0333479
QQQ-TLT,7,3,200.1405551
QQQ-TLT,7,3,206.8767159
QQQ-TLT,7,3,188.882442
QQQ-TLT,7,3,185.1137606
QQQ-TLT,7,3,185.7682783
QQQ-TLT,7,3,171.5750586
QQQ-TLT,7,3,169.5795083
QQQ-TLT,7,3,195.7888658
QQQ-TLT,7,3,183.5884333
QQQ-TLT,7,3,181.1506453
QQQ-TLT,7,3,165.9930739
QQQ-TLT,7,3,168.6781577
QQQ-TLT,7,3,181.2301146
QQQ-TLT,7,3,176.9923247
QQQ-TLT,7,3,201.5925063
QQQ-TLT,7,3,202.1193469
QQQ-TLT,7,3,226.882616
QQQ-TLT,7,3,214.8884831
QQQ-TLT,7,3,206.6229449
QQQ-TLT,7,3,189.1223305
QQQ-TLT,7,3,174.39425
QQQ-TLT,7,3,182.1814334
QQQ-TLT,7,3,189.6139021
QQQ-TLT,7,3,200.3368308
QQQ-TLT,7,3,204.4422676
QQQ-TLT,7,3,199.1871916
QQQ-TLT,7,3,204.4338014
QQQ-TLT,7,3,200.1228974
QQQ-TLT,7,3,205.3364369
QQQ-TLT,7,3,205.2302804
QQQ-TLT,7,3,191.5537961
QQQ-TLT,7,3,185.3040574
QQQ-TLT,7,3,199.2338031
QQQ-TLT,7,3,202.8458407
QQQ-TLT,7,3,244.9968432
QQQ-TLT,7,3,251.0776554
QQQ-TLT,7,3,237.4770771
QQQ-TLT,7,3,221.0146448
QQQ-TLT,7,3,224.826479
QQQ-TLT,7,3,248.7563466
QQQ-TLT,7,3,252.8827124
QQQ-TLT,7,3,261.8989573
QQQ-TLT,7,3,299.9084279
QQQ-TLT,7,3,320.1819205
QQQ-TLT,7,3,337.9530232
QQQ-TLT,7,3,296.5307216
QQQ-TLT,7,3,346.655728
QQQ-TLT,7,3,373.8029589
QQQ-TLT,7,3,356.2507389
QQQ-TLT,7,3,340.0359464
QQQ-TLT,7,3,318.9620514
QQQ-TLT,7,3,332.5014581
QQQ-TLT,7,3,314.6900237
QQQ-TLT,7,3,315.8590166
QQQ-TLT,7,3,296.5836399
QQQ-TLT,7,3,319.6823248
QQQ-TLT,7,3,311.3502735
QQQ-TLT,7,3,311.4429466
QQQ-TLT,7,3,346.2953728
QQQ-TLT,7,3,323.0446911
QQQ-TLT,7,3,290.8764537
QQQ-TLT,7,3,322.4348767
QQQ-TLT,7,3,356.3417707
QQQ-TLT,7,3,388.8300644
QQQ-TLT,7,3,396.6488661
QQQ-TLT,7,3,432.901311
QQQ-TLT,7,3,372.5782472
