Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1998-02-28,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.013858952126911982,0.010394214095183985,0.006929476063455991,0.0034647380317279954,0.0,0.013858952126911982,0.010394214095183985,0.006929476063455991,0.0034647380317279954,0.0
1998-03-31,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.00975667826789408,0.00731750870092056,0.00487833913394704,0.00243916956697352,0.0,0.00975667826789408,0.00731750870092056,0.00487833913394704,0.00243916956697352,0.0
1998-04-30,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.00255829252410642,0.001918719393079815,0.00127914626205321,0.000639573131026605,0.0,0.00255829252410642,0.001918719393079815,0.00127914626205321,0.000639573131026605,0.0
1998-05-31,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.00415380741826658,-0.003115355563699935,-0.00207690370913329,-0.001038451854566645,0.0,-0.00415380741826658,-0.003115355563699935,-0.00207690370913329,-0.001038451854566645,0.0
1998-06-30,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.0085146655903618,0.00638599919277135,0.0042573327951809,0.00212866639759045,0.0,0.0085146655903618,0.00638599919277135,0.0042573327951809,0.00212866639759045,0.0
1998-07-31,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0027027260186876004,-0.0020270445140157,-0.0013513630093438002,-0.0006756815046719001,0.0,-0.0027027260186876004,-0.0020270445140157,-0.0013513630093438002,-0.0006756815046719001,0.0
1998-08-31,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.028235870007700045,-0.02117690250577503,-0.014117935003850023,-0.007058967501925011,0.0,-0.028235870007700045,-0.02117690250577503,-0.014117935003850023,-0.007058967501925011,0.0
1998-09-30,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.01272788669634662,0.009545915022259963,0.00636394334817331,0.003181971674086655,0.0,0.01272788669634662,0.009545915022259963,0.00636394334817331,0.003181971674086655,0.0
1998-10-31,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.016216143121796863,0.012162107341347645,0.008108071560898432,0.004054035780449216,0.0,0.016216143121796863,0.012162107341347645,0.008108071560898432,0.004054035780449216,0.0
1998-11-30,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.01113642655515918,0.008352319916369385,0.00556821327757959,0.002784106638789795,0.0,0.01113642655515918,0.008352319916369385,0.00556821327757959,0.002784106638789795,0.0
