Date,Close,High,Low,Open,Volume,Ticker
,SPY,SPY,SPY,SPY,SPY,
1998-01-02,60.548587799072266,60.606770298558885,59.908580304719486,60.39343446710796,2360900,SPY
1998-01-05,60.684329986572266,61.09160736903248,60.063716832347176,60.723118308711335,4191800,SPY
1998-01-06,59.714622497558594,60.37402398015586,59.69522833630573,60.354629818903,3154900,SPY
1998-01-07,59.8697624206543,60.02491567603662,59.09399614374267,59.63703253758081,4424200,SPY
1998-01-08,59.34612274169922,59.77279421239117,59.190969479629416,59.77279421239117,3831000,SPY
1998-01-09,57.29033660888672,59.26854051345897,57.038212581833385,59.11338726604154,10258800,SPY
1998-01-12,58.3376350402832,58.45400000379441,56.41761314234835,56.55337226644476,12097900,SPY
1998-01-13,59.15219497680664,59.19098330138159,58.47339929674492,58.72552340648213,5224900,SPY
1998-01-14,59.423702239990234,59.559461350851834,58.78369500307128,59.38491392260121,3770400,SPY
1998-01-15,58.92913818359375,59.42368912112268,58.8418644887357,59.26853588581948,2875400,SPY
1998-01-16,59.772789001464844,60.005518874280405,59.365511724037596,59.73400068932891,4374800,SPY
1998-01-20,60.74250793457031,60.829781652867105,59.88916491122386,60.00552986895292,5091700,SPY
1998-01-21,60.160667419433594,60.62612712867487,59.675813555640616,60.33521481039907,4699400,SPY
1998-01-22,59.62733840942383,60.121889435424904,59.50127638318826,59.67582380412982,4543400,SPY
1998-01-23,59.54008865356445,60.063731127064855,58.95826368300845,59.88918363589806,6350300,SPY
1998-01-26,59.501277923583984,60.03461727915718,59.210365547816785,59.81158445773566,4362900,SPY
1998-01-27,60.10247802734375,60.50975522598016,59.36550023933502,59.462471000915116,7044200,SPY
1998-01-28,60.64554214477539,60.887969160064706,60.31584140398192,60.451600532543935,4268600,SPY
1998-01-29,60.975257873535156,61.78981284512819,60.54858622174834,60.72313371566113,8007700,SPY
1998-01-30,61.014007568359375,61.42128479624734,60.82006603126987,61.30491987399364,3649100,SPY
1998-02-02,62.022518157958984,62.37161300687808,61.90615320831929,62.003123999685705,5756300,SPY
1998-02-03,62.48794937133789,62.565525968943525,61.88673073989423,62.06127808450691,2759600,SPY
1998-02-04,62.410430908203125,62.77892009007256,62.02254755886687,62.23588340100181,3374000,SPY
1998-02-05,62.37160110473633,63.05039651476922,62.0806887861508,62.875849123617904,5076200,SPY
1998-02-06,63.06983947753906,63.06983947753907,62.48801439010789,62.68195608591829,5701200,SPY
1998-02-09,62.856483459472656,63.147395909917606,62.50738851893871,63.12800174655461,2322200,SPY
1998-02-10,63.45769500732422,63.59345413478488,62.79829353108675,62.95344681961321,3660400,SPY
1998-02-11,63.3995361328125,63.51590114253929,63.11832069263943,63.36074779623691,4073200,SPY
1998-02-12,63.67103958129883,63.884375382515486,62.60436057521554,63.1280029963837,5024700,SPY
1998-02-13,63.30255126953125,63.62255497539744,63.22497461356368,63.41891625348259,2101300,SPY
1998-02-17,63.61281967163086,63.98130856607018,63.399483995902834,63.80676119501998,3055500,SPY
1998-02-18,64.1946792602539,64.22377050463166,63.47709523226919,63.4964893951877,3007400,SPY
1998-02-19,63.85528564453125,64.17528935391158,63.768011905609335,64.07831853288724,3387800,SPY
1998-02-20,64.3304214477539,64.36920976336907,63.535260977642984,64.02011492283256,3707000,SPY
1998-02-23,64.58256530761719,64.69893029015344,64.13649954122825,64.69893029015344,3227800,SPY
1998-02-24,64.07828521728516,64.60192737856443,63.88434367607062,64.4855624538357,3386800,SPY
1998-02-25,64.87346649169922,65.08680225594696,64.31103584050064,64.38861248204527,3481800,SPY
1998-02-26,65.24195861816406,65.3001411020685,64.66013377911979,64.81528706953159,3187600,SPY
1998-02-27,65.24195861816406,65.49408271508325,64.87346955343602,65.14498781165669,3442900,SPY
1998-03-02,65.10619354248047,65.62983584979264,64.93164610670974,65.31952929731135,4252300,SPY
1998-03-03,65.47469329833984,65.55226994916727,64.87347425442736,64.87347425442736,3349200,SPY
1998-03-04,65.04804229736328,65.41653150536861,64.81531227125464,65.22258981694475,4404100,SPY
1998-03-05,64.44679260253906,64.81528163637843,64.02012108967241,64.23345684610574,7268000,SPY
1998-03-06,65.74620056152344,65.74620056152344,64.81528090755496,64.89285754538567,6896300,SPY
1998-03-09,65.51347351074219,65.92075087715,65.31953190769084,65.49407935043706,3362800,SPY
1998-03-10,66.13408660888672,66.30863405154948,65.7462034029695,65.92075084563224,5481900,SPY
1998-03-11,66.44438934326172,66.59954261668439,66.2698419106612,66.38620686572821,3439600,SPY
1998-03-12,66.71590423583984,66.77408671046412,66.09529117318087,66.46378017913463,3191300,SPY
1998-03-13,66.46381378173828,67.02624465412532,66.32805460564485,66.92927381405859,2879400,SPY
1998-03-16,67.18132781982422,67.25890441084019,66.73526242148243,66.92920389902234,3223600,SPY
1998-03-17,67.37531280517578,67.37531280517578,66.81288215711875,67.22015952295315,4581900,SPY
1998-03-18,67.62744140625,67.62744140625,67.04561655904968,67.18137569006309,1944100,SPY
1998-03-19,67.802001953125,67.8795786143986,67.4335128120754,67.6274544652594,2554800,SPY
1998-03-20,68.38582611083984,68.58032504744634,67.7634295136991,68.19132717423336,3123300,SPY
1998-03-23,68.2302017211914,68.65809922343377,68.09405251593247,68.28855138058809,4453100,SPY
1998-03-24,68.81370544433594,68.96930455218067,68.42470767472409,68.50250722864646,3333600,SPY
1998-03-25,68.56084442138672,69.41663935884517,67.95789798817736,69.33883981907621,4597600,SPY
1998-03-26,68.52194213867188,68.9303897074803,68.23019387523728,68.38579294906906,3333500,SPY
1998-03-27,68.2302017211914,68.9498475204172,67.84120399188016,68.93039763395164,2611300,SPY
1998-03-30,68.19129180908203,68.52193982983343,67.8217440211834,68.23019157622925,3108700,SPY
1998-03-31,68.4246826171875,69.20267787150459,68.30798332903994,68.56083178669299,5926500,SPY
1998-04-01,68.97901153564453,69.13461060297433,68.09404184020626,68.65808845927681,2929000,SPY
1998-04-02,69.72783660888672,69.86398580170741,68.93039133665118,69.04709064478321,3920900,SPY
1998-04-03,70.07793426513672,70.21408345743646,69.61113703439476,69.92233518822273,3787600,SPY
1998-04-06,69.51383209228516,70.56412502261067,69.51383209228516,70.48632554629026,4550500,SPY
1998-04-07,69.04708099365234,69.6694772166937,68.56083394440127,69.55277792487345,5583700,SPY
1998-04-08,68.65806579589844,69.2610119827746,68.30796800997035,69.22211222878259,4854800,SPY
1998-04-09,69.2026596069336,69.26100923560723,68.79421220621813,68.81366208244269,4481200,SPY
1998-04-13,69.0081787109375,69.31937681109956,68.46358203565389,69.31937681109956,4350200,SPY
1998-04-14,69.59170532226562,69.59170532226562,69.02765852116286,69.16380774901525,3279100,SPY
1998-04-15,69.78618621826172,69.78618621826172,69.18323979329902,69.68893679488063,3867200,SPY
