Date,Close,High,Low,Open,Volume,Ticker
,SCHD,SCHD,SCHD,SCHD,SCHD,
2011-10-20,6.772542476654053,6.7915209536731895,6.702051323015762,6.7779644554158045,296700,SCHD
2011-10-21,6.905388832092285,6.905388832092285,6.84303143520754,6.86743188592719,566400,SCHD
2011-10-24,6.943346977233887,7.04637155121621,6.908101013801073,7.04637155121621,889800,SCHD
2011-10-25,6.829476356506348,6.918945977003956,6.826765367433322,6.918945977003956,283200,SCHD
2011-10-26,6.899967670440674,6.929791657029813,6.80778782393543,6.929791657029813,135000,SCHD
2011-10-27,7.057216167449951,7.092461350750129,6.994858767681375,7.0599271563938775,818100,SCHD
2011-10-28,7.051794052124023,7.065350549423373,7.021970844012483,7.065350549423373,280500,SCHD
2011-10-31,6.913522243499756,7.002991075642753,6.913522243499756,6.9894353565221214,731400,SCHD
2011-11-01,6.756275177001953,6.832187527122304,6.7427186799237715,6.832187527122304,852900,SCHD
2011-11-02,6.845743656158447,6.918945788874667,6.79965296478815,6.8755660865036825,970800,SCHD
2011-11-03,6.954190731048584,6.965034686668716,6.845743418083588,6.954190731048584,1599600,SCHD
2011-11-04,6.924367427825928,6.927079192368856,6.848454309827434,6.924367427825928,327000,SCHD
2011-11-07,6.965035915374756,6.973169659201101,6.867433316488128,6.935213480805665,672000,SCHD
2011-11-08,7.051794052124023,7.057216806179053,6.95148047103224,7.013837100768162,1395600,SCHD
2011-11-09,6.840320110321045,6.943345437127758,6.818630649485558,6.937922684080734,1996500,SCHD
2011-11-10,6.90809965133667,6.9379228546376925,6.851165009162953,6.929789888381678,549300,SCHD
2011-11-11,7.035525798797607,7.049082294619366,6.986724896003644,6.986724896003644,397500,SCHD
2011-11-14,6.986725330352783,7.027393268993564,6.965035090824809,7.027393268993564,668100,SCHD
2011-11-15,7.013835430145264,7.0463696196967875,6.9623235451125485,6.975879263506617,435300,SCHD
2011-11-16,6.910813808441162,7.030105887270477,6.908102043073961,6.970459460017524,310200,SCHD
2011-11-17,6.826766014099121,6.929791365397358,6.79152082578193,6.921657621731394,771900,SCHD
2011-11-18,6.853878021240234,6.878278475802673,6.8267658017558315,6.878278475802673,591600,SCHD
2011-11-21,6.726452350616455,6.805076470014534,6.6749396755584804,6.805076470014534,881700,SCHD
2011-11-22,6.70205020904541,6.745429134635277,6.6776497573202045,6.723740447516719,451200,SCHD
2011-11-23,6.585469722747803,6.664093053330138,6.585469722747803,6.664093053330138,464700,SCHD
2011-11-25,6.574624538421631,6.63427095000929,6.574624538421631,6.580047292055231,159300,SCHD
2011-11-28,6.729162693023682,6.756275689235644,6.69391750443642,6.726452479349579,432000,SCHD
2011-11-29,6.775251865386963,6.807786057300803,6.745428662213529,6.772540876646556,327300,SCHD
2011-11-30,7.0273942947387695,7.0273942947387695,6.93250190694182,6.948769395043161,568200,SCHD
2011-12-01,7.016550064086914,7.0545062462493835,7.000282574819726,7.0545062462493835,305100,SCHD
2011-12-02,7.000280380249023,7.211753020366825,6.994858402644125,7.211753020366825,883200,SCHD
2011-12-05,7.051794052124023,7.119573435914975,7.013837100768162,7.095172981858465,682500,SCHD
2011-12-06,7.07348108291626,7.108726257278067,7.03281315636546,7.0843258116180605,422700,SCHD
2011-12-07,7.097883701324463,7.127706129367208,7.021969809793591,7.070770710719055,598800,SCHD
2011-12-08,6.981301784515381,7.0816161252053895,6.967746065065169,7.078904360774288,639300,SCHD
2011-12-09,7.076193332672119,7.089749827723274,7.005702195705603,7.016547702017055,365700,SCHD
2011-12-12,6.984012126922607,7.04094675756202,6.929788484485984,7.04094675756202,437700,SCHD
2011-12-13,6.935214042663574,7.040950393942801,6.9135245744871465,7.019260925766373,375300,SCHD
2011-12-14,6.8809895515441895,6.937924204797717,6.862011850910664,6.9352132155181385,382200,SCHD
2011-12-15,6.910813808441162,6.981304194456552,6.902680063692743,6.946059001448857,653100,SCHD
2011-12-16,6.913522243499756,7.127705863446221,6.845742872220291,6.97587963740149,321300,SCHD
2011-12-19,6.832187175750732,6.981302430530417,6.813209477034864,6.967746709825827,351600,SCHD
2011-12-20,7.002993583679199,7.011127328335101,6.913524719494023,6.943347932781276,588900,SCHD
2011-12-21,7.030105113983154,7.035527092767974,6.967747703898692,7.0165493913446,362700,SCHD
2011-12-22,7.062638282775879,7.065350047448955,7.032815076783199,7.062638282775879,742800,SCHD
2011-12-23,7.124996662139893,7.124996662139893,7.062639252595128,7.084328718899698,595800,SCHD
2011-12-27,7.1466851234436035,7.168373811021707,7.122284671201394,7.127706649176822,963900,SCHD
2011-12-28,7.070772647857666,7.1548203044609435,7.059928689726782,7.1548203044609435,659700,SCHD
2011-12-29,7.138552188873291,7.1412631781678835,7.0897512788647115,7.0897512788647115,328800,SCHD
2011-12-30,7.097883701324463,7.138550860203571,7.097883701324463,7.138550860203571,465000,SCHD
2012-01-03,7.162953853607178,7.214465756031813,7.162953853607178,7.2036210225198065,751200,SCHD
2012-01-04,7.162953853607178,7.179220566036924,7.119574143882626,7.152108344418645,505200,SCHD
2012-01-05,7.157529830932617,7.162952584566149,7.087038687755039,7.143973334686983,542700,SCHD
2012-01-06,7.124996662139893,7.1629536160111416,7.108729174573215,7.1629536160111416,459900,SCHD
2012-01-09,7.141263961791992,7.1493977062447795,7.106018770065334,7.13584120693128,720300,SCHD
2012-01-10,7.190062999725342,7.206329706951997,7.181929258273875,7.206329706951997,417300,SCHD
2012-01-11,7.162953853607178,7.168375056848391,7.138552621447769,7.165664843066048,812700,SCHD
2012-01-12,7.168374061584473,7.176507804508312,7.124995909235637,7.1629528590959435,411900,SCHD
2012-01-13,7.13041877746582,7.141262733969678,7.089750837870631,7.13041877746582,636600,SCHD
2012-01-17,7.171085834503174,7.211753773492229,7.165663856332057,7.187353320369364,610800,SCHD
2012-01-18,7.2334442138671875,7.238866192770139,7.171086802424104,7.176508781327056,535200,SCHD
2012-01-19,7.26326847076416,7.263268470764159,7.219889530587943,7.263268470764159,1591800,SCHD
2012-01-20,7.276822090148926,7.279533079206373,7.246998883487769,7.274110325415067,2645700,SCHD
2012-01-23,7.276822090148926,7.298511553961329,7.249709872545216,7.287666822055127,1037400,SCHD
2012-01-24,7.268689155578613,7.271399368971806,7.233443194968062,7.246998915992513,1145700,SCHD
2012-01-25,7.312067985534668,7.317490739852975,7.211754399572618,7.244288598452997,892500,SCHD
2012-01-26,7.284956455230713,7.347313087260156,7.271399957432745,7.344602097971154,784800,SCHD
2012-01-27,7.252420425415039,7.27139812132245,7.230730965226899,7.257842402623933,846600,SCHD
2012-01-30,7.2280192375183105,7.2280192375183105,7.173794816916419,7.203618015544599,986700,SCHD
2012-01-31,7.214465618133545,7.265978295250086,7.18464240762644,7.265978295250086,753900,SCHD
2012-02-01,7.26055383682251,7.293088025625638,7.255131084183865,7.257842072665064,860100,SCHD
2012-02-02,7.26326847076416,7.2822461753337775,7.2497119702016155,7.2822461753337775,948600,SCHD
2012-02-03,7.339181423187256,7.347315169035341,7.314780961319696,7.3310484530158675,483000,SCHD
2012-02-06,7.333756446838379,7.336467435501188,7.303932468842289,7.3174889635089295,773700,SCHD
2012-02-07,7.347314357757568,7.3581598681419385,7.29037969446099,7.325625664018664,821100,SCHD
2012-02-08,7.347314357757568,7.3581598681419385,7.317491919068692,7.352737112949754,575100,SCHD
2012-02-09,7.344600677490234,7.369001903401375,7.314777474049725,7.369001903401375,502800,SCHD
2012-02-10,7.303933620452881,7.303933620452881,7.274110413430867,7.298511642272381,684900,SCHD
2012-02-13,7.336469650268555,7.350025373351161,7.3066456632690615,7.350025373351161,581700,SCHD
2012-02-14,7.336469650268555,7.336469650268555,7.29037895070524,7.328335906148378,362400,SCHD
2012-02-15,7.298510551452637,7.3635789339521835,7.287665821036045,7.3635789339521835,446400,SCHD
2012-02-16,7.358156204223633,7.366289945123492,7.312065522908582,7.3283330047083,420900,SCHD
2012-02-17,7.40424919128418,7.409671170356397,7.377136968893448,7.401538201748071,512100,SCHD
2012-02-21,7.382555961608887,7.436779603082295,7.369000245159573,7.428645862942245,960600,SCHD
2012-02-22,7.371712684631348,7.393402923449481,7.355445975113231,7.382558191878608,369300,SCHD
2012-02-23,7.401538848876953,7.406960828423223,7.352737154577443,7.374426624115754,706800,SCHD
2012-02-24,7.42051362991333,7.431359136086893,7.409668899416077,7.423225394294876,280500,SCHD
2012-02-27,7.4232258796691895,7.447626330964377,7.374424201402452,7.3934026749326485,438600,SCHD
2012-02-28,7.447627067565918,7.453049045867167,7.4178038598797365,7.434071346136358,314700,SCHD
2012-02-29,7.42051362991333,7.469315304989125,7.412379888121312,7.469315304989125,347700,SCHD
2012-03-01,7.439493179321289,7.463894408230247,7.412380961314589,7.442204168419032,420000,SCHD
2012-03-02,7.4232258796691895,7.439492588640528,7.401536417256498,7.439492588640528,352500,SCHD
2012-03-05,7.415092468261719,7.42051444626868,7.382558273190765,7.417803457265199,985200,SCHD
2012-03-06,7.328335762023926,7.355447207655945,7.3120682741035,7.355447207655945,910200,SCHD
2012-03-07,7.36629056930542,7.371711770904315,7.32833362567395,7.3446003331758005,368700,SCHD
2012-03-08,7.412381172180176,7.423226680232525,7.385269729078638,7.401537215480717,338400,SCHD
2012-03-09,7.428648948669434,7.447627424987482,7.412381461632114,7.425937959388706,334200,SCHD
2012-03-12,7.461182594299316,7.466605348135499,7.428648398311475,7.4340711521476575,548100,SCHD
2012-03-13,7.547939300537109,7.547939300537109,7.480159929805947,7.49371564881692,443100,SCHD
2012-03-14,7.531673908233643,7.558785350990484,7.518117411178786,7.545229629612063,391200,SCHD
