Date,Monthly Close
2020-10-31,176.2000
2020-11-30,166.6700
2020-12-31,178.3600
2021-01-31,172.6100
2021-02-28,161.8100
2021-03-31,159.9600
2021-04-30,165.6600
2021-05-31,178.3800
2021-06-30,165.6300
2021-07-31,169.8200
2021-08-31,169.6900
2021-09-30,164.2200
2021-10-31,166.6500
2021-11-30,165.5000
2021-12-31,170.9600
2022-01-31,168.0900
2022-02-28,178.3800
2022-03-31,180.6500
2022-04-30,176.9100
2022-05-31,171.1400
2022-06-30,168.4600
2022-07-31,164.1000
2022-08-31,159.2700
2022-09-30,154.6700
2022-10-31,151.9100
2022-11-30,164.8100
2022-12-31,169.6400
2023-01-31,179.4100
2023-02-28,169.7800
2023-03-31,183.2200
2023-04-30,184.8000
2023-05-31,182.3200
2023-06-30,178.2700
2023-07-31,182.3500
2023-08-31,180.0200
2023-09-30,171.4500
2023-10-31,184.0900
2023-11-30,188.7500
2023-12-31,191.1700
2024-01-31,188.4500
2024-02-29,189.3100
2024-03-31,205.7200
2024-04-30,211.8700
2024-05-31,215.3000
2024-06-30,215.0100
2024-07-31,226.5500
2024-08-31,231.2900
2024-09-30,243.0600
2024-10-31,253.5100
2024-11-30,245.5900
2024-12-31,242.1300
2025-01-31,258.5600
2025-02-28,263.2700
2025-03-31,288.1400
2025-04-30,303.7700
2025-05-31,297.8400
