Date,Monthly Close
2002-07-31,38.2162
2002-08-31,40.3231
2002-09-30,42.0405
2002-10-31,40.4874
2002-11-30,40.1165
2002-12-31,41.9319
2003-01-31,41.6905
2003-02-28,42.9818
2003-03-31,42.3952
2003-04-30,42.8396
2003-05-31,45.5470
2003-06-30,44.7241
2003-07-31,40.2603
2003-08-31,40.7859
2003-09-30,43.2062
2003-10-31,41.8965
2003-11-30,42.0388
2003-12-31,42.6035
2004-01-31,43.3962
2004-02-29,44.3865
2004-03-31,45.0128
2004-04-30,42.2061
2004-05-31,42.0972
2004-06-30,42.5407
2004-07-31,43.1922
2004-08-31,44.9915
2004-09-30,45.4186
2004-10-31,46.2201
2004-11-30,45.1129
2004-12-31,46.3123
2005-01-31,47.9650
2005-02-28,47.2589
2005-03-31,47.0440
2005-04-30,48.8623
2005-05-31,50.3954
2005-06-30,51.4864
2005-07-31,49.7457
2005-08-31,51.4752
2005-09-30,49.6154
2005-10-31,48.5036
2005-11-30,48.8384
2005-12-31,50.2946
2006-01-31,49.6214
2006-02-28,50.1712
2006-03-31,47.8784
2006-04-30,46.5606
2006-05-31,46.4717
2006-06-30,47.0193
2006-07-31,48.0365
2006-08-31,49.5045
2006-09-30,50.4525
2006-10-31,50.8797
2006-11-30,52.0541
2006-12-31,50.6509
2007-01-31,50.1468
2007-02-28,51.8462
2007-03-31,50.9647
2007-04-30,51.4259
2007-05-31,50.2361
2007-06-30,49.7270
2007-07-31,51.3774
2007-08-31,52.2959
2007-09-30,52.4152
2007-10-31,53.3672
2007-11-30,56.2230
2007-12-31,55.8700
2008-01-31,57.0410
2008-02-29,56.7813
2008-03-31,57.9957
2008-04-30,56.5538
2008-05-31,55.0335
2008-06-30,56.4939
2008-07-31,56.2863
2008-08-31,57.8282
2008-09-30,58.6817
2008-10-31,57.5899
2008-11-30,65.8490
2008-12-31,74.8389
2009-01-31,65.0568
2009-02-28,64.0602
2009-03-31,66.6530
2009-04-30,62.0192
2009-05-31,59.7277
2009-06-30,60.1763
2009-07-31,60.5229
2009-08-31,61.8731
2009-09-30,63.3941
2009-10-31,61.7356
2009-11-30,62.4844
2009-12-31,58.5193
2010-01-31,60.0948
2010-02-28,59.8890
2010-03-31,58.6568
2010-04-30,60.6053
2010-05-31,63.7013
2010-06-30,67.3946
2010-07-31,66.7568
2010-08-31,72.3583
2010-09-30,70.5346
2010-10-31,67.3822
2010-11-30,66.2439
2010-12-31,63.7935
2011-01-31,61.8279
2011-02-28,62.8482
2011-03-31,62.8666
2011-04-30,64.3371
2011-05-31,66.5393
2011-06-30,64.9935
2011-07-31,67.8627
2011-08-31,74.4233
2011-09-30,84.2518
2011-10-31,81.0256
2011-11-30,82.6373
2011-12-31,85.4840
2012-01-31,85.2020
2012-02-29,82.9893
