Date,Monthly Close
2012-03-31,79.4739
2012-04-30,83.3158
2012-05-31,90.8354
2012-06-30,89.3110
2012-07-31,92.7203
2012-08-31,91.4974
2012-09-30,89.1799
2012-10-31,88.7483
2012-11-30,89.7771
2012-12-31,87.5437
2013-01-31,84.7551
2013-02-28,85.8050
2013-03-31,85.4451
2013-04-30,89.4481
2013-05-31,83.4005
2013-06-30,80.6723
2013-07-31,78.8507
2013-08-31,77.7938
2013-09-30,78.3008
2013-10-31,79.4209
2013-11-30,77.2739
2013-12-31,75.8292
2014-01-31,80.6085
2014-02-28,81.0309
2014-03-31,81.6242
2014-04-30,83.3344
2014-05-31,85.7924
2014-06-30,85.5768
2014-07-31,86.1452
2014-08-31,90.2145
2014-09-30,88.3089
2014-10-31,90.7979
2014-11-30,93.4922
2014-12-31,96.5320
2015-01-31,106.0073
2015-02-28,99.5002
2015-03-31,100.5870
2015-04-30,97.1417
2015-05-31,94.8371
2015-06-30,90.9753
2015-07-31,95.1110
2015-08-31,94.4552
2015-09-30,96.3130
2015-10-31,95.9193
2015-11-30,95.0871
2015-12-31,94.8045
2016-01-31,100.0880
2016-02-29,103.1767
2016-03-31,103.0803
2016-04-30,102.3212
2016-05-31,103.1453
2016-06-30,110.2976
2016-07-31,112.6166
2016-08-31,111.4752
2016-09-30,109.7938
2016-10-31,104.9841
2016-11-30,96.3610
2016-12-31,95.9152
2017-01-31,96.6962
2017-02-28,98.2284
2017-03-31,97.5849
2017-04-30,99.1201
2017-05-31,100.9914
2017-06-30,101.7911
2017-07-31,101.1210
2017-08-31,104.5680
2017-09-30,102.1389
2017-10-31,102.0995
2017-11-30,102.8583
2017-12-31,104.7227
2018-01-31,101.3134
2018-02-28,98.2321
2018-03-31,101.0411
2018-04-30,98.9312
2018-05-31,100.9142
2018-06-30,101.5659
2018-07-31,100.1066
2018-08-31,101.4200
2018-09-30,98.5150
2018-10-31,95.6280
2018-11-30,97.3371
2018-12-31,103.0347
2019-01-31,103.4248
2019-02-28,102.0012
2019-03-31,107.6844
2019-04-30,105.5403
2019-05-31,112.7584
2019-06-30,113.8298
2019-07-31,114.1218
2019-08-31,126.7312
2019-09-30,123.3350
2019-10-31,121.9620
2019-11-30,121.4655
2019-12-31,117.5816
2020-01-31,126.6249
2020-02-29,135.0158
2020-03-31,143.6253
2020-04-30,145.3760
2020-05-31,142.8146
2020-06-30,143.2953
2020-07-31,149.6507
2020-08-31,142.0985
2020-09-30,143.1976
2020-10-31,138.3500
2020-11-30,140.6520
2020-12-31,138.9253
2021-01-31,133.8784
2021-02-28,126.2032
2021-03-31,119.5836
2021-04-30,122.5673
2021-05-31,122.5699
2021-06-30,127.9865
2021-07-31,132.7432
2021-08-31,132.2917
2021-09-30,128.4459
2021-10-31,131.6122
2021-11-30,135.2597
2021-12-31,132.5359
2022-01-31,127.3486
2022-02-28,125.2690
2022-03-31,118.4489
2022-04-30,107.2864
2022-05-31,104.8689
2022-06-30,103.5323
2022-07-31,106.0492
2022-08-31,101.2206
2022-09-30,92.8850
2022-10-31,87.3450
2022-11-30,93.5911
2022-12-31,91.1390
2023-01-31,98.1053
2023-02-28,93.3466
2023-03-31,97.8640
2023-04-30,98.1951
2023-05-31,95.2343
2023-06-30,95.4410
2023-07-31,93.0127
2023-08-31,90.0902
2023-09-30,82.9270
2023-10-31,78.3966
2023-11-30,86.1765
2023-12-31,93.6616
2024-01-31,91.5588
2024-02-29,89.4967
2024-03-31,90.1973
2024-04-30,84.3747
2024-05-31,86.8106
2024-06-30,88.3880
2024-07-31,91.5965
2024-08-31,93.5303
2024-09-30,95.4004
2024-10-31,90.1964
2024-11-30,91.9888
2024-12-31,86.1190
2025-01-31,86.5430
2025-02-28,91.4734
2025-03-31,90.3715
2025-04-30,89.1420
2025-05-31,86.0700
