Date,Monthly Close
2005-01-31,80.8524
2005-02-28,82.5425
2005-03-31,81.0325
2005-04-30,79.5144
2005-05-31,82.0767
2005-06-30,82.2010
2005-07-31,85.3462
2005-08-31,84.5461
2005-09-30,85.2246
2005-10-31,83.2090
2005-11-30,86.8662
2005-12-31,86.7000
2006-01-31,88.7821
2006-02-28,89.2903
2006-03-31,90.7640
2006-04-30,91.9105
2006-05-31,89.1421
2006-06-30,89.3746
2006-07-31,89.7748
2006-08-31,91.7339
2006-09-30,94.2109
2006-10-31,97.1801
2006-11-30,99.1125
2006-12-31,100.4378
2007-01-31,101.9484
2007-02-28,99.9485
2007-03-31,101.1068
2007-04-30,105.5854
2007-05-31,109.1668
2007-06-30,107.5707
2007-07-31,104.2026
2007-08-31,105.5399
2007-09-30,109.6258
2007-10-31,111.1130
2007-11-30,106.8094
2007-12-31,105.6066
2008-01-31,99.2215
2008-02-29,96.6574
2008-03-31,95.7930
2008-04-30,100.3587
2008-05-31,101.8758
2008-06-30,93.3615
2008-07-31,92.5226
2008-08-31,93.9523
2008-09-30,85.1045
2008-10-31,71.0464
2008-11-30,66.1011
2008-12-31,66.7486
2009-01-31,61.2676
2009-02-28,54.6845
2009-03-31,59.2403
2009-04-30,65.1256
2009-05-31,68.9324
2009-06-30,68.8872
2009-07-31,74.0266
2009-08-31,76.7611
2009-09-30,79.4828
2009-10-31,77.9548
2009-11-30,82.7573
2009-12-31,84.3381
2010-01-31,81.2730
2010-02-28,83.8083
2010-03-31,88.9105
2010-04-30,90.2860
2010-05-31,83.1124
2010-06-30,78.8120
2010-07-31,84.1950
2010-08-31,80.4078
2010-09-30,87.6087
2010-10-31,90.9555
2010-11-30,90.9555
2010-12-31,97.0362
2011-01-31,99.2971
2011-02-28,102.7464
2011-03-31,102.7588
2011-04-30,105.7348
2011-05-31,104.5490
2011-06-30,102.7853
2011-07-31,100.7292
2011-08-31,95.1915
2011-09-30,88.5833
2011-10-31,98.2518
2011-11-30,97.8526
2011-12-31,98.8750
2012-01-31,103.4603
2012-02-29,107.9510
2012-03-31,111.4231
2012-04-30,110.6793
2012-05-31,104.0324
2012-06-30,108.2541
2012-07-31,109.5347
2012-08-31,112.2788
2012-09-30,115.1253
2012-10-31,113.0301
2012-11-30,113.6698
2012-12-31,114.6854
2013-01-31,120.5562
2013-02-28,122.0944
2013-03-31,126.7305
2013-04-30,129.1651
2013-05-31,132.2148
2013-06-30,130.4504
2013-07-31,137.1917
2013-08-31,133.0770
2013-09-30,137.2884
2013-10-31,143.6458
2013-11-30,147.9031
2013-12-31,151.7377
2014-01-31,146.3892
2014-02-28,153.0522
2014-03-31,154.3219
2014-04-30,155.3947
2014-05-31,159.0008
2014-06-30,162.2834
2014-07-31,160.1027
2014-08-31,166.4209
2014-09-30,164.1249
2014-10-31,167.9902
2014-11-30,172.6052
2014-12-31,172.1674
2015-01-31,167.0662
2015-02-28,176.4561
2015-03-31,173.6847
2015-04-30,175.3927
2015-05-31,177.6476
2015-06-30,174.0392
2015-07-31,177.9706
2015-08-31,167.1233
2015-09-30,162.8589
2015-10-31,176.7117
2015-11-30,177.3576
2015-12-31,174.2924
2016-01-31,165.6150
2016-02-29,165.4782
2016-03-31,176.6093
2016-04-30,177.3053
2016-05-31,180.3216
2016-06-30,180.9483
2016-07-31,187.5477
2016-08-31,187.7723
2016-09-30,187.7832
2016-10-31,184.5276
2016-11-30,191.3253
2016-12-31,195.2038
2017-01-31,198.6970
2017-02-28,206.5041
2017-03-31,206.7622
2017-04-30,208.8145
2017-05-31,211.7615
2017-06-30,213.1115
2017-07-31,217.4918
2017-08-31,218.1264
2017-09-30,222.5215
2017-10-31,227.7650
2017-11-30,234.7268
2017-12-31,237.5736
2018-01-31,250.9631
2018-02-28,241.8379
2018-03-31,235.2091
2018-04-30,236.4247
2018-05-31,242.1719
2018-06-30,243.5647
2018-07-31,252.5879
2018-08-31,260.6504
2018-09-30,262.2001
2018-10-31,244.0810
2018-11-30,248.6086
2018-12-31,226.7188
2019-01-31,244.8713
2019-02-28,252.8090
2019-03-31,257.3849
2019-04-30,267.8997
2019-05-31,250.8155
2019-06-30,268.2689
2019-07-31,272.3249
2019-08-31,267.7652
2019-09-30,272.9754
2019-10-31,279.0095
2019-11-30,289.1091
2019-12-31,297.5094
2020-01-31,297.3891
2020-02-29,273.8460
2020-03-31,239.6506
2020-04-30,270.0822
2020-05-31,282.9504
2020-06-30,287.9684
2020-07-31,304.9275
2020-08-31,326.2104
2020-09-30,313.9959
2020-10-31,306.1668
2020-11-30,339.4708
2020-12-31,352.0475
2021-01-31,348.4600
2021-02-28,358.1492
2021-03-31,374.4088
2021-04-30,394.2190
2021-05-31,396.8074
2021-06-30,405.7068
2021-07-31,415.6112
2021-08-31,427.9797
2021-09-30,408.0335
2021-10-31,436.6626
2021-11-30,433.1540
2021-12-31,453.1864
2022-01-31,429.2849
2022-02-28,416.6136
2022-03-31,432.2743
2022-04-30,394.3340
2022-05-31,395.2241
2022-06-30,362.6338
2022-07-31,396.0278
2022-08-31,379.8691
2022-09-30,344.7517
2022-10-31,372.7716
2022-11-30,393.4946
2022-12-31,370.8182
2023-01-31,394.1379
2023-02-28,384.2283
2023-03-31,398.4746
2023-04-30,404.8402
2023-05-31,406.7091
2023-06-30,433.0637
2023-07-31,447.2393
2023-08-31,439.9708
2023-09-30,419.1010
2023-10-31,410.0029
2023-11-30,447.4541
2023-12-31,467.8828
2024-01-31,475.3345
2024-02-29,500.1407
2024-03-31,516.4963
2024-04-30,495.6714
2024-05-31,520.7422
2024-06-30,539.1141
2024-07-31,545.6423
2024-08-31,558.3915
2024-09-30,570.1204
2024-10-31,565.0329
2024-11-30,598.7277
2024-12-31,584.3223
2025-01-31,600.0150
2025-02-28,592.3979
2025-03-31,559.3900
2025-04-30,554.5400
2025-05-31,590.4600
