Date,1,2,3,4,5,6,7,8,9,10
1998-02-28,0.017372196491084166,0.017323690158639975,0.048506332444191926,0.0,0.010394214095183985,0.01733061963470343,0.027205123025128217,0.01733061963470343,0.027205123025128217,0.02426009569815942
1998-03-31,0.012229996208805228,0.0121958478348676,0.034148373937629276,0.0,0.00731750870092056,0.012200726174001546,0.019152359439876077,0.012200726174001546,0.019152359439876077,0.017079065307948588
1998-04-30,0.003206819678967397,0.003197865655133025,0.008954023834372469,0.0,0.001918719393079815,0.003199144801395078,0.0050219282248209025,0.003199144801395078,0.0050219282248209025,0.004478291063448288
1998-05-31,-0.005206797598797158,-0.005192259272833225,-0.014538325963933028,0.0,-0.003115355563699935,-0.005194336176542358,-0.008153923962057297,-0.005194336176542358,-0.008153923962057297,-0.007271239885675649
1998-06-30,0.010673133317518516,0.01064333198795225,0.0298013295662663,0.0,0.00638599919277135,0.010647589320747431,0.016714288553880213,0.010647589320747431,0.016714288553880213,0.014904922115928332
1998-07-31,-0.0033878670644249065,-0.0033784075233595,-0.0094595410654066,0.0,-0.0020270445140157,-0.003379758886368844,-0.005305451174683759,-0.003379758886368844,-0.005305451174683759,-0.004731121895712644
1998-08-31,-0.035393663054652,-0.03529483750962505,-0.09882554502695014,0.0,-0.02117690250577503,-0.0353089554446289,-0.05542701282511518,-0.0353089554446289,-0.05542701282511518,-0.04942689044847893
1998-09-30,0.015954405973870486,0.015909858370433273,0.04454760343721316,0.0,0.009545915022259963,0.015916222313781446,0.024984841584928412,0.015916222313781446,0.024984841584928412,0.022280165661954756
1998-10-31,0.020326935403172364,0.020270178902246076,0.05675650092628901,0.0,0.012162107341347645,0.020278286973806972,0.03183228894808724,0.020278286973806972,0.03183228894808724,0.028386358534705405
1998-11-30,0.01395951068689203,0.013920533193948975,0.03897749294305713,0.0,0.008352319916369385,0.013926101407226554,0.021860805327777472,0.013926101407226554,0.021860805327777472,0.019494314684806148
1998-12-31,0.016401387599763607,0.0163555919423251,0.04579565743851027,0.0,0.00981335516539506,0.01636213417910203,0.025684821586227338,0.01636213417910203,0.025684821586227338,0.02290437095603207
1999-01-31,0.008830894657798762,0.008806237193656525,0.024657464142238267,0.0,0.005283742316193915,0.008809759688533987,0.013829314888918207,0.008809759688533987,0.013829314888918207,0.012332254565996598
1999-02-28,-0.008039540902565834,-0.0080170930420481,-0.02244786051773468,0.0,-0.00481025582522886,-0.00802029987926492,-0.012590042913232338,-0.00802029987926492,-0.012590042913232338,-0.011227137096084161
1999-03-31,0.010395963738816034,0.010366936317128076,0.02902742168795861,0.0,0.006220161790276845,0.010371083091654926,0.01628023679241793,0.010371083091654926,0.01628023679241793,0.014517857618506158
1999-04-30,0.016636353365429228,0.022120131539951654,0.026582390454425606,0.010315547447622034,0.0207049907107102,0.009497508360931207,0.014908923560582134,0.011879851882321976,0.017291267081972903,0.013294992711563437
1999-05-31,-0.015115598081003882,-0.022365489115997568,-0.01600602736938121,-0.01360196034588503,-0.023220244111437176,-0.005718724921546057,-0.008977094778884375,-0.008860055255468697,-0.012118425112807016,-0.008005300260029088
1999-06-30,0.04599551838129243,0.07082310442789236,0.038764423923147225,0.04655049612510373,0.0760360215274799,0.013849974890255887,0.021741304046039432,0.024600666836007326,0.032491995991790874,0.01938774973641978
1999-07-31,-0.013122520611228553,-0.017240109634815363,-0.021714905203489048,-0.007748891487964546,-0.015927562649815173,-0.0077584254162751595,-0.012178959689842573,-0.00954800774605912,-0.013968542019626533,-0.01086055473105931
1999-08-31,0.015030385627552805,0.027678348302511084,-0.0036255546558174295,0.023670548954133005,0.03366292416323759,-0.0012953588848856274,-0.002033418225534176,0.004171280596438393,0.0034332212557898444,-0.0018132952642881176
