Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
1998-02-28,0.017323690158639975,0.010394214095183985,0.0034647380317279954,0.048506332444191926,0.0,0.01733061963470343,0.027205123025128217,0.01733061963470343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034647380317279954,0.0034647380317279954,0.006929476063455991,0.006929476063455991,0.010394214095183985,0.010394214095183985,0.013741151033833228,0.013858952126911982,0.013858952126911982,0.013858952126911982,0.013858952126911982,0.013858952126911982,0.014829078775795819,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017323690158639975,0.017372196491084166,0.017871118767653,0.02426009569815942,0.027156616692684026,0.027205123025128217,0.027717904253823963,0.027717904253823963,0.03464738031727995,0.03532646897149864,0.048506332444191926,0.05543580850764793,0.062365284571103914,0.0692947606345599
1998-03-31,0.0121958478348676,0.00731750870092056,0.00243916956697352,0.034148373937629276,0.0,0.012200726174001546,0.019152359439876077,0.012200726174001546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243916956697352,0.00243916956697352,0.00487833913394704,0.00487833913394704,0.00731750870092056,0.00731750870092056,0.00967374650261698,0.00975667826789408,0.00975667826789408,0.00975667826789408,0.00975667826789408,0.00975667826789408,0.010439645746646666,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.0121958478348676,0.012229996208805228,0.012581236626449417,0.017079065307948588,0.019118211065938452,0.019152359439876077,0.01951335653578816,0.01951335653578816,0.0243916956697352,0.02486977290486201,0.034148373937629276,0.03902671307157632,0.04390505220552336,0.0487833913394704
1998-04-30,0.003197865655133025,0.001918719393079815,0.000639573131026605,0.008954023834372469,0.0,0.003199144801395078,0.0050219282248209025,0.003199144801395078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000639573131026605,0.000639573131026605,0.00127914626205321,0.00127914626205321,0.001918719393079815,0.001918719393079815,0.0025365470376515153,0.00255829252410642,0.00255829252410642,0.00255829252410642,0.00255829252410642,0.00255829252410642,0.0027373730007938693,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003197865655133025,0.003206819678967397,0.0032989182098352287,0.004478291063448288,0.00501297420098653,0.0050219282248209025,0.00511658504821284,0.00511658504821284,0.00639573131026605,0.0065210876439472645,0.008954023834372469,0.01023317009642568,0.01151231635847889,0.0127914626205321
1998-05-31,-0.005192259272833225,-0.003115355563699935,-0.001038451854566645,-0.014538325963933028,0.0,-0.005194336176542358,-0.008153923962057297,-0.005194336176542358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001038451854566645,-0.001038451854566645,-0.00207690370913329,-0.00207690370913329,-0.003115355563699935,-0.003115355563699935,-0.0041185000552113145,-0.00415380741826658,-0.00415380741826658,-0.00415380741826658,-0.00415380741826658,-0.00415380741826658,-0.0044445739375452405,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005192259272833225,-0.005206797598797158,-0.005356334665854755,-0.007271239885675649,-0.008139385636093364,-0.008153923962057297,-0.00830761483653316,-0.00830761483653316,-0.01038451854566645,-0.010588055109161514,-0.014538325963933028,-0.01661522967306632,-0.018692133382199612,-0.0207690370913329
1998-06-30,0.01064333198795225,0.00638599919277135,0.00212866639759045,0.0298013295662663,0.0,0.010647589320747431,0.016714288553880213,0.010647589320747431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00212866639759045,0.00212866639759045,0.0042573327951809,0.0042573327951809,0.00638599919277135,0.00638599919277135,0.008442290932843726,0.0085146655903618,0.0085146655903618,0.0085146655903618,0.0085146655903618,0.0085146655903618,0.009110692181687126,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.01064333198795225,0.010673133317518516,0.010979661278771542,0.014904922115928332,0.016684487224313947,0.016714288553880213,0.0170293311807236,0.0170293311807236,0.0212866639759045,0.02170388258983223,0.0298013295662663,0.0340586623614472,0.038315995156628105,0.042573327951809
1998-07-31,-0.0033784075233595,-0.0020270445140157,-0.0006756815046719001,-0.0094595410654066,0.0,-0.003379758886368844,-0.005305451174683759,-0.003379758886368844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006756815046719001,-0.0006756815046719001,-0.0013513630093438002,-0.0013513630093438002,-0.0020270445140157,-0.0020270445140157,-0.0026797528475287556,-0.0027027260186876004,-0.0027027260186876004,-0.0027027260186876004,-0.0027027260186876004,-0.0027027260186876004,-0.0028919168399957323,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033784075233595,-0.0033878670644249065,-0.003485165201097661,-0.004731121895712644,-0.005295991633618353,-0.005305451174683759,-0.005405452037375201,-0.005405452037375201,-0.006756815046719,-0.006889248621634693,-0.0094595410654066,-0.010810904074750402,-0.012162267084094201,-0.013513630093438
1998-08-31,-0.03529483750962505,-0.02117690250577503,-0.007058967501925011,-0.09882554502695014,0.0,-0.0353089554446289,-0.05542701282511518,-0.0353089554446289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007058967501925011,-0.007058967501925011,-0.014117935003850023,-0.014117935003850023,-0.02117690250577503,-0.02117690250577503,-0.027995865112634594,-0.028235870007700045,-0.028235870007700045,-0.028235870007700045,-0.028235870007700045,-0.028235870007700045,-0.030212380908239043,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.03529483750962505,-0.035393663054652,-0.036410154374929206,-0.04942689044847893,-0.05532818728008824,-0.05542701282511518,-0.05647174001540009,-0.05647174001540009,-0.0705896750192501,-0.0719732326496274,-0.09882554502695014,-0.11294348003080018,-0.12706141503465018,-0.1411793500385002
1998-09-30,0.015909858370433273,0.009545915022259963,0.003181971674086655,0.04454760343721316,0.0,0.015916222313781446,0.024984841584928412,0.015916222313781446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003181971674086655,0.003181971674086655,0.00636394334817331,0.00636394334817331,0.009545915022259963,0.009545915022259963,0.012619699659427672,0.01272788669634662,0.01272788669634662,0.01272788669634662,0.01272788669634662,0.01272788669634662,0.013618838765090882,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015909858370433273,0.015954405973870486,0.016412609894938965,0.022280165661954756,0.0249402939814912,0.024984841584928412,0.02545577339269324,0.02545577339269324,0.03181971674086655,0.03244338318898753,0.04454760343721316,0.05091154678538648,0.05727549013355979,0.0636394334817331
1998-10-31,0.020270178902246076,0.012162107341347645,0.004054035780449216,0.05675650092628901,0.0,0.020278286973806972,0.03183228894808724,0.020278286973806972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004054035780449216,0.004054035780449216,0.008108071560898432,0.008108071560898432,0.012162107341347645,0.012162107341347645,0.01607830590526159,0.016216143121796863,0.016216143121796863,0.016216143121796863,0.016216143121796863,0.016216143121796863,0.01735127314032264,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020270178902246076,0.020326935403172364,0.020910716555557055,0.028386358534705405,0.03177553244716095,0.03183228894808724,0.032432286243593726,0.032432286243593726,0.04054035780449215,0.0413349488174602,0.05675650092628901,0.06486457248718745,0.07297264404808587,0.0810807156089843
1998-11-30,0.013920533193948975,0.008352319916369385,0.002784106638789795,0.03897749294305713,0.0,0.013926101407226554,0.021860805327777472,0.013926101407226554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002784106638789795,0.002784106638789795,0.00556821327757959,0.00556821327757959,0.008352319916369385,0.008352319916369385,0.011041766929440328,0.01113642655515918,0.01113642655515918,0.01113642655515918,0.01113642655515918,0.01113642655515918,0.011915976414020323,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.013920533193948975,0.01395951068689203,0.014360422042877763,0.019494314684806148,0.021821827834834415,0.021860805327777472,0.02227285311031836,0.02227285311031836,0.02784106638789795,0.028386751289100752,0.03897749294305713,0.04454570622063672,0.050113919498216315,0.0556821327757959
