Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1998-02-28,0.014829078775795819,0.013741151033833228,0.017372196491084166,0.0,0.027717904253823963,0.0,0.0,0.013858952126911982,0.013858952126911982,0.013858952126911982,0.027717904253823963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01733061963470343,0.017871118767653
1998-03-31,0.010439645746646666,0.00967374650261698,0.012229996208805228,0.0,0.01951335653578816,0.0,0.0,0.00975667826789408,0.00975667826789408,0.00975667826789408,0.01951335653578816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012200726174001546,0.012581236626449417
1998-04-30,0.0027373730007938693,0.0025365470376515153,0.003206819678967397,0.0,0.00511658504821284,0.0,0.0,0.00255829252410642,0.00255829252410642,0.00255829252410642,0.00511658504821284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003199144801395078,0.0032989182098352287
1998-05-31,-0.0044445739375452405,-0.0041185000552113145,-0.005206797598797158,0.0,-0.00830761483653316,0.0,0.0,-0.00415380741826658,-0.00415380741826658,-0.00415380741826658,-0.00830761483653316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005194336176542358,-0.005356334665854755
1998-06-30,0.009110692181687126,0.008442290932843726,0.010673133317518516,0.0,0.0170293311807236,0.0,0.0,0.0085146655903618,0.0085146655903618,0.0085146655903618,0.0170293311807236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010647589320747431,0.010979661278771542
1998-07-31,-0.0028919168399957323,-0.0026797528475287556,-0.0033878670644249065,0.0,-0.005405452037375201,0.0,0.0,-0.0027027260186876004,-0.0027027260186876004,-0.0027027260186876004,-0.005405452037375201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003379758886368844,-0.003485165201097661
1998-08-31,-0.030212380908239043,-0.027995865112634594,-0.035393663054652,0.0,-0.05647174001540009,0.0,0.0,-0.028235870007700045,-0.028235870007700045,-0.028235870007700045,-0.05647174001540009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0353089554446289,-0.036410154374929206
1998-09-30,0.013618838765090882,0.012619699659427672,0.015954405973870486,0.0,0.02545577339269324,0.0,0.0,0.01272788669634662,0.01272788669634662,0.01272788669634662,0.02545577339269324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015916222313781446,0.016412609894938965
1998-10-31,0.01735127314032264,0.01607830590526159,0.020326935403172364,0.0,0.032432286243593726,0.0,0.0,0.016216143121796863,0.016216143121796863,0.016216143121796863,0.032432286243593726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020278286973806972,0.020910716555557055
1998-11-30,0.011915976414020323,0.011041766929440328,0.01395951068689203,0.0,0.02227285311031836,0.0,0.0,0.01113642655515918,0.01113642655515918,0.01113642655515918,0.02227285311031836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013926101407226554,0.014360422042877763
1998-12-31,0.014000386702630284,0.012973255528652269,0.016401387599763607,0.0,0.02616894710772016,0.0,0.0,0.01308447355386008,0.01308447355386008,0.01308447355386008,0.02616894710772016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01636213417910203,0.016872428647702574
1999-01-31,0.007538139037769985,0.006985107342008356,0.008830894657798762,0.0,0.01408997950985044,0.0,0.0,0.00704498975492522,0.00704498975492522,0.00704498975492522,0.01408997950985044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008809759688533987,0.00908451428897607
1999-02-28,-0.006862631643993174,-0.006359158200952553,-0.008039540902565834,0.0,-0.012827348867276961,0.0,0.0,-0.0064136744336384804,-0.0064136744336384804,-0.0064136744336384804,-0.012827348867276961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00802029987926492,-0.008270433182176821
1999-03-31,0.008874097487461633,0.00822305388674599,0.010395963738816034,0.0,0.016587098107404923,0.0,0.0,0.008293549053702462,0.008293549053702462,0.008293549053702462,0.016587098107404923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010371083091654926,0.010694531504749324
1999-04-30,0.014199210146378045,0.01271677331337142,0.016636353365429228,0.002858812225668924,0.021145796206005846,0.0023823435213907703,0.009529374085563081,0.00759496870126446,0.01950668630821831,0.00759496870126446,0.022336967966701232,0.017152873354013543,0.015008764184761852,0.01286465501551016,0.010720545846258466,0.008576436677006772,0.017152873354013543,0.01524699853690093,0.013341123719788314,0.011435248902675697,0.009529374085563081,0.0077259400398702665,0.009497508360931207,0.01604736388393129
1999-05-31,-0.012900522245522492,-0.011372955033161436,-0.015115598081003882,-0.003769596400707168,-0.016999627188738722,-0.0031413303339226403,-0.012565321335690561,-0.00457315067696606,-0.02027980234657926,-0.00457315067696606,-0.01857029235570004,-0.022617578404243006,-0.01979038110371263,-0.016963183803182257,-0.01413598650265188,-0.011308789202121503,-0.022617578404243006,-0.020104514137104897,-0.017591449869966785,-0.015078385602828672,-0.012565321335690561,-0.010187334272911122,-0.005718724921546057,-0.014143069924494664
1999-06-30,0.03925435194051115,0.03438566388584388,0.04599551838129243,0.012900830334901726,0.04902782924903416,0.01075069194575144,0.04300276778300576,0.01107554969232778,0.06482900942108498,0.01107554969232778,0.05440317522190988,0.07740498200941036,0.06772935925823406,0.05805373650705778,0.048378113755881476,0.03870249100470518,0.07740498200941036,0.06880442845280921,0.060203874896208064,0.051603321339606906,0.04300276778300576,0.034864493980071916,0.013849974890255887,0.042502487685854205
1999-07-31,-0.011200202092257396,-0.010047443163156651,-0.013122520611228553,-0.002147498795740752,-0.0168824730835965,-0.00178958232978396,-0.00715832931913584,-0.006204258629568301,-0.0151521702784881,-0.006204258629568301,-0.01777726424848848,-0.01288499277444451,-0.011274368677638947,-0.009663744580833383,-0.00805312048402782,-0.006442496387222255,-0.01288499277444451,-0.011453326910617343,-0.010021661046790175,-0.008589995182963007,-0.00715832931913584,-0.005803615495489381,-0.0077584254162751595,-0.012698045118511218
1999-08-31,0.0128260801859736,0.010873806310487254,0.015030385627552805,0.006559967377588824,0.01159485318570009,0.00546663948132402,0.02186655792529608,-0.00103587275880498,0.026297324647815118,-0.00103587275880498,0.0143281729263621,0.03935980426553294,0.034439828732341325,0.02951985319914971,0.02459987766595809,0.01967990213276647,0.03935980426553294,0.03498649268047373,0.030613181095414513,0.026239869510355295,0.02186655792529608,0.017728311837933795,-0.0012953588848856274,0.01301417071599653
1999-09-30,-0.0026448038303672817,-0.002605735855461988,-0.0030976562498908513,0.001005222404586156,-0.006840485264169575,0.0008376853371551301,0.0033507413486205204,-0.0044673493035287,-0.0002789226177530501,-0.0044673493035287,-0.006421642595592011,0.006031334427516936,0.005277417624077319,0.0045235008206377025,0.0037695840171980853,0.003015667213758468,0.006031334427516936,0.005361186157792832,0.004691037888068728,0.004020889618344624,0.0033507413486205204,0.0027166135483940863,-0.005586420304062639,-0.003561722916868042
1999-10-31,0.037270131749475854,0.032826127813151196,0.04366971855660014,0.011090309322812976,0.048735589337668375,0.00924192443567748,0.03696769774270992,0.012815389124237339,0.05902501130262474,0.012815389124237339,0.053356551555507115,0.06654185593687785,0.05822412394476813,0.0499063919526584,0.04158865996054866,0.033270927968438925,0.06654185593687785,0.05914831638833588,0.051754776839793896,0.0443612372912519,0.03696769774270992,0.029971560944902068,0.016025644099858793,0.040785495919357435
1999-11-30,0.03360881396780189,0.028962585722964024,0.03938268665903975,0.014144474512196028,0.036128576152393725,0.01178706209349669,0.04714824837398676,0.003330460459326,0.062265770926809454,0.003330460459326,0.042022107199142074,0.08486684707317617,0.07425849118902915,0.06365013530488213,0.05304177942073511,0.042433423536588084,0.08486684707317617,0.07543719739837883,0.06600754772358147,0.05657789804878411,0.04714824837398676,0.038225442369209765,0.004164740804387163,0.03523566675772969
1999-12-31,0.07421247498837395,0.06426890515934376,0.0869604440250894,0.029183724227216015,0.08364312785790738,0.02431977018934668,0.09727908075738673,0.01142185119227034,0.13302070213900374,0.01142185119227034,0.09580301295258072,0.17510234536329608,0.15321455219288407,0.13132675902247207,0.10943896585206006,0.08755117268164804,0.17510234536329608,0.15564652921181873,0.13619071306034142,0.11673489690886406,0.09727908075738673,0.07886901472405128,0.01428302491593406,0.07856787385946765
2000-01-31,-0.015362083324540874,-0.013893397684418001,-0.01799819417795396,-0.0022162087299962756,-0.024532029771119256,-0.00184684060833023,-0.00738736243332092,-0.00995746412514684,-0.019191667166797988,-0.00995746412514684,-0.02545545007528437,-0.013297252379977654,-0.011635095832480449,-0.009972939284983242,-0.008310782737486035,-0.006648626189988827,-0.013297252379977654,-0.01181977989331347,-0.010342307406649289,-0.008864834919985102,-0.00738736243332092,-0.005989304092814935,-0.012451808888496122,-0.0176881065862437
2000-02-29,0.0452348950461227,0.03839685508337606,0.05300879895796306,0.0228293235131334,0.04147063647848305,0.0190244362609445,0.076097745043778,-0.0030452270869391,0.09207695421778339,-0.0030452270869391,0.0509828546089553,0.1369759410788004,0.11985394844395035,0.1027319558091003,0.08560996317425025,0.0684879705394002,0.1369759410788004,0.1217563920700448,0.1065368430612892,0.0913172940525336,0.076097745043778,0.06169624679424301,-0.0038080564722173444,0.04601232485637134
2000-03-31,0.027306215635454597,0.024826340383306993,0.03199131539843071,0.0030913584477272518,0.045206040503308335,0.00257613203977271,0.01030452815909084,0.01938285520193828,0.03226351540080183,0.01938285520193828,0.04649410652319469,0.01854815068636351,0.016229631850568072,0.013911113014772634,0.011592594178977195,0.009274075343181755,0.01854815068636351,0.016487245054545345,0.014426339422727176,0.012365433790909007,0.01030452815909084,0.008354396204982897,0.024238260430023816,0.031756538387302774
2000-04-30,-0.04185154946450017,-0.0362892079411294,-0.049040457688296436,-0.016164362843195917,-0.047723884381414866,-0.013470302369329931,-0.053881209477319725,-0.00702406422904502,-0.07437557607569467,-0.00702406422904502,-0.05445903556607983,-0.0969861770591755,-0.08486290492677857,-0.07273963279438163,-0.06061636066198469,-0.04849308852958775,-0.0969861770591755,-0.08620993516371156,-0.07543369326824763,-0.06465745137278367,-0.053881209477319725,-0.043684190583736966,-0.008783592318420796,-0.044417074542844624
2000-05-31,-0.03463875005463514,-0.029827773157678292,-0.04058966582292679,-0.014723009750489196,-0.03696195288605063,-0.01226917479207433,-0.04907669916829732,-0.0031445079529324005,-0.06449038191330406,-0.0031445079529324005,-0.04309654028208779,-0.08833805850293518,-0.07729580119006828,-0.06625354387720139,-0.05521128656433449,-0.04416902925146759,-0.08833805850293518,-0.07852271866927572,-0.06870737883561626,-0.05889203900195678,-0.04907669916829732,-0.03978893385069705,-0.003932207195141966,-0.03626142683450145
2000-06-30,0.03583498797785683,0.030910928324062562,0.04199117045666427,0.014887261910382107,0.03888795602648017,0.01240605159198509,0.04962420636794036,0.00393641352325872,0.06596667148318416,0.00393641352325872,0.04509098182247271,0.08932357146229264,0.07815812502950607,0.0669926785967195,0.055827232163932906,0.04466178573114632,0.08932357146229264,0.07939873018870458,0.06947388891511651,0.05954904764152843,0.04962420636794036,0.04023282531280764,0.004922485110835029,0.037641890667202985
2000-07-31,-0.014272274952665845,-0.012433254575065975,-0.01672357819494554,-0.005137091464468955,-0.016983089772577686,-0.00428090955372413,-0.01712363821489652,-0.0031404079441336805,-0.024544955712754328,-0.0031404079441336805,-0.01912354454943975,-0.030822548786813734,-0.026969730188462018,-0.0231169115901103,-0.019264092991758585,-0.015411274393406867,-0.030822548786813734,-0.027397821143834433,-0.02397309350085513,-0.02054836585787582,-0.01712363821489652,-0.013882989682727352,-0.003927080134139167,-0.015286943622486223
2000-08-31,0.0487176935598479,0.04262266244152733,0.05708424778464571,0.016352207688486577,0.06020332189597506,0.013626839740405482,0.05450735896162193,0.013068111272480682,0.08120230997450809,0.013068111272480682,0.0670167417661778,0.09811324613091946,0.08584909036455453,0.0735849345981896,0.061320778831824664,0.04905662306545973,0.09811324613091946,0.08721177433859507,0.07631030254627069,0.06540883075394631,0.05450735896162193,0.04419184127813497,0.016341673146237093,0.05262178380442823
2000-09-30,-0.04403422119572566,-0.038459955964509775,-0.051596759710528434,-0.015202989339098496,-0.053617825312387804,-0.012669157782582081,-0.050676631130328324,-0.010972465427966302,-0.0743182543408767,-0.010972465427966302,-0.059952404203678845,-0.09121793603459097,-0.0798156940302671,-0.06841345202594323,-0.05701121002161936,-0.045608968017295484,-0.09121793603459097,-0.08108260980852532,-0.07094728358245965,-0.060811957356393984,-0.050676631130328324,-0.04108607868891368,-0.013721068017671858,-0.047405533348640505
2000-10-31,-0.021240528116508502,-0.018213353699648067,-0.024889995321852848,-0.009528144155648965,-0.021721630989472714,-0.00794012012970747,-0.03176048051882988,-0.0009356653326020201,-0.04063626598113937,-0.0009356653326020201,-0.02569169105432645,-0.05716886493389378,-0.050022756817157066,-0.04287664870042034,-0.03573054058368362,-0.02858443246694689,-0.05716886493389378,-0.05081676883012781,-0.044464672726361835,-0.03811257662259586,-0.03176048051882988,-0.025749809580641325,-0.001170049498418826,-0.022049355786872418
2000-11-30,-0.07437515283494549,-0.06468031201928565,-0.08714981082666685,-0.0274928765544479,-0.08713794930875536,-0.02291073046203992,-0.09164292184815968,-0.014930561576827782,-0.12948421388702738,-0.014930561576827782,-0.09859331453977532,-0.16495725932668742,-0.1443376019108515,-0.12371794449501557,-0.10309828707917963,-0.08247862966334371,-0.16495725932668742,-0.14662867495705548,-0.12830009058742356,-0.1099715062177916,-0.09164292184815968,-0.07429949888839545,-0.018670667251823137,-0.07939362661617422
2000-12-31,-0.019772555447918793,-0.016968122537785235,-0.023169738369550462,-0.008781885403751747,-0.020386000577659356,-0.00731823783645979,-0.02927295134583916,-0.0010452029932549402,-0.03763639217555389,-0.0010452029932549402,-0.02404511949588925,-0.05269131242251049,-0.046104898369696674,-0.03951848431688287,-0.03293207026406906,-0.026345656211255244,-0.05269131242251049,-0.046836722153342655,-0.04098213188417483,-0.03512754161500699,-0.02927295134583916,-0.023733045303639098,-0.0013070263430653025,-0.020558163580509194
2001-01-31,0.03538624742703926,0.03091249392682161,0.0414635362451647,0.012179813869373664,0.04315833708676156,0.01014984489114472,0.04059937956457888,0.00889186242944988,0.05964108688517348,0.00889186242944988,0.04823325953233392,0.07307888321624198,0.06394402281421174,0.05480916241218149,0.04567430201015124,0.03653944160812099,0.07307888321624198,0.06495900730332621,0.056839131390410434,0.04871925547749466,0.04059937956457888,0.03291594698198232,0.011119273968027074,0.03810939944203051
2001-02-28,-0.08721024863900433,-0.0759642964793841,-0.10218889365992917,-0.03144633267148527,-0.10366832762507908,-0.02620527722623773,-0.10482110890495092,-0.019077567279742382,-0.15010395341093102,-0.019077567279742382,-0.11677096623819794,-0.18867799602891164,-0.1650932465252977,-0.14150849702168375,-0.11792374751806978,-0.09433899801445582,-0.18867799602891164,-0.16771377424792147,-0.14674955246693128,-0.12578533068594108,-0.10482110890495092,-0.08498371404468895,-0.023856497883317847,-0.09338937572610184
2001-03-31,-0.056579178753420105,-0.04919235244455178,-0.0662972588972582,-0.020990466178554792,-0.06614496063673675,-0.01749205514879566,-0.06996822059518264,-0.0112074113823738,-0.0986676871263521,-0.0112074113823738,-0.07489098821113457,-0.12594279707132874,-0.11019994743741265,-0.09445709780349656,-0.07871424816958048,-0.06297139853566437,-0.12594279707132874,-0.11194915295229223,-0.09795550883325571,-0.08396186471421917,-0.06996822059518264,-0.05672673484754432,-0.014014867933658436,-0.060368601743159625
2001-04-30,0.06386006632339003,0.05586732954461321,0.07482711760671804,0.021455899164590352,0.07887579088811031,0.01787991597049196,0.07151966388196784,0.0170880004809402,0.1064875803334,0.0170880004809402,0.08781574887335628,0.1287353949875421,0.11264347061409935,0.0965515462406566,0.08045962186721382,0.06436769749377105,0.1287353949875421,0.11443146221114855,0.10012752943475499,0.08582359665836141,0.07151966388196784,0.057984567492305426,0.02136854460141572,0.06896975604271378
2001-05-31,-0.009042814548751516,-0.0078101755902178415,-0.010596256278237789,-0.003692342977995468,-0.009934741340592385,-0.00307695248166289,-0.01230780992665156,-0.00112118006821758,-0.016505942476532028,-0.00112118006821758,-0.01147321758142383,-0.022154057867972806,-0.01938480063447621,-0.016615543400979607,-0.013846286167483004,-0.011077028933986403,-0.022154057867972806,-0.019692495882642495,-0.017230933897312187,-0.014769371911981872,-0.01230780992665156,-0.009978556898032752,-0.0014020356753060837,-0.009522761962331656
2001-06-30,0.00042836877726183664,-4.239845310317902e-06,0.0005036935887594938,0.002602344267756108,-0.004110120790766856,0.00216862022313009,0.00867448089252036,-0.00476583567429604,0.00607726544135441,-0.00476583567429604,-0.0030258106792018106,0.015614065606536647,0.013662307405719568,0.011710549204902486,0.009758791004085405,0.007807032803268324,0.015614065606536647,0.013879169428032577,0.012144273249528506,0.010409377071024432,0.00867448089252036,0.007032835383610881,-0.005959677510707198,-0.00045291701628825693
2001-07-31,-0.02415802173579186,-0.020790754372254108,-0.028308410374268508,-0.010345809017577636,-0.025631897909898636,-0.008621507514648031,-0.034486030058592125,-0.00203906456163928,-0.04514660213487943,-0.00203906456163928,-0.02994265166722265,-0.062074854105465815,-0.05431549734228259,-0.04655614057909937,-0.038796783815916135,-0.031037427052732908,-0.062074854105465815,-0.055177648093747395,-0.048280442082028974,-0.041383236070310546,-0.034486030058592125,-0.02795954887000356,-0.0025498502343299194,-0.025260830978184934
2001-08-31,-0.044010383158753934,-0.03850903470195019,-0.051568503327352536,-0.014741344499725343,-0.0544444251231892,-0.012284453749771121,-0.049137814999084484,-0.0118666453743807,-0.07328891412323629,-0.0118666453743807,-0.06058665199807475,-0.08844806699835206,-0.07739205862355805,-0.06633605024876404,-0.05528004187397004,-0.04422403349917603,-0.08844806699835206,-0.07862050399853517,-0.06879294099871827,-0.05896537799890137,-0.049137814999084484,-0.03983848351050774,-0.014839240040663063,-0.047548730303413105
2001-09-30,-0.07070341492350554,-0.061652788879456195,-0.0828466476854548,-0.02506140466731743,-0.08486324946067225,-0.020884503889431194,-0.08353801555772478,-0.01632599486854714,-0.1207485143157031,-0.01632599486854714,-0.09530550140538785,-0.15036842800390457,-0.1315723745034165,-0.11277632100292843,-0.09398026750244036,-0.07518421400195228,-0.15036842800390457,-0.13366082489235961,-0.11695322178081469,-0.10024561866926972,-0.08353801555772478,-0.06772844611342535,-0.020415656583118197,-0.07587419309274841
2001-10-31,0.046061717044702376,0.039541732848507,0.05397565974674451,0.020372712224972805,0.047651899677707624,0.01697726018747734,0.06790904074990936,0.00260437460450714,0.08749067554189384,0.00260437460450714,0.05614052977144629,0.12223627334983683,0.10695673918110724,0.09167720501237764,0.07639767084364803,0.061118136674918416,0.12223627334983683,0.10865446519985497,0.09507265704987311,0.08149084889989122,0.06790904074990936,0.05505725478798901,0.0032567704429361786,0.04792364904463997
2001-11-30,0.059921869277081964,0.052387952288604926,0.07021274981618618,0.02035383494433204,0.07359434906143315,0.0169615291202767,0.0678461164811068,0.015595263130370702,0.1004029087317542,0.015595263130370702,0.0820751136215715,0.12212300966599224,0.10685763345774321,0.09159225724949419,0.07632688104124515,0.06106150483299612,0.12212300966599224,0.10855378636977088,0.09498456307354952,0.08141533977732816,0.0678461164811068,0.055006238937057333,0.019501876544528562,0.06463410574733935
