Date,1,2,3,4,5,6,7,8
1998-02-28,0.017323690158639975,0.010394214095183985,0.0034647380317279954,0.048506332444191926,0.0,0.01733061963470343,0.027205123025128217,0.01733061963470343
1998-03-31,0.0121958478348676,0.00731750870092056,0.00243916956697352,0.034148373937629276,0.0,0.012200726174001546,0.019152359439876077,0.012200726174001546
1998-04-30,0.003197865655133025,0.001918719393079815,0.000639573131026605,0.008954023834372469,0.0,0.003199144801395078,0.0050219282248209025,0.003199144801395078
1998-05-31,-0.005192259272833225,-0.003115355563699935,-0.001038451854566645,-0.014538325963933028,0.0,-0.005194336176542358,-0.008153923962057297,-0.005194336176542358
1998-06-30,0.01064333198795225,0.00638599919277135,0.00212866639759045,0.0298013295662663,0.0,0.010647589320747431,0.016714288553880213,0.010647589320747431
1998-07-31,-0.0033784075233595,-0.0020270445140157,-0.0006756815046719001,-0.0094595410654066,0.0,-0.003379758886368844,-0.005305451174683759,-0.003379758886368844
1998-08-31,-0.03529483750962505,-0.02117690250577503,-0.007058967501925011,-0.09882554502695014,0.0,-0.0353089554446289,-0.05542701282511518,-0.0353089554446289
1998-09-30,0.015909858370433273,0.009545915022259963,0.003181971674086655,0.04454760343721316,0.0,0.015916222313781446,0.024984841584928412,0.015916222313781446
1998-10-31,0.020270178902246076,0.012162107341347645,0.004054035780449216,0.05675650092628901,0.0,0.020278286973806972,0.03183228894808724,0.020278286973806972
1998-11-30,0.013920533193948975,0.008352319916369385,0.002784106638789795,0.03897749294305713,0.0,0.013926101407226554,0.021860805327777472,0.013926101407226554
1998-12-31,0.0163555919423251,0.00981335516539506,0.00327111838846502,0.04579565743851027,0.0,0.01636213417910203,0.025684821586227338,0.01636213417910203
1999-01-31,0.008806237193656525,0.005283742316193915,0.001761247438731305,0.024657464142238267,0.0,0.008809759688533987,0.013829314888918207,0.008809759688533987
1999-02-28,-0.0080170930420481,-0.00481025582522886,-0.0016034186084096201,-0.02244786051773468,0.0,-0.00802029987926492,-0.012590042913232338,-0.00802029987926492
1999-03-31,0.010366936317128076,0.006220161790276845,0.0020733872634256154,0.02902742168795861,0.0,0.010371083091654926,0.01628023679241793,0.010371083091654926
1999-04-30,0.022120131539951654,0.0207049907107102,0.019289849881468736,0.026582390454425606,0.010315547447622034,0.009497508360931207,0.014908923560582134,0.011879851882321976
1999-05-31,-0.022365489115997568,-0.023220244111437176,-0.02407499910687679,-0.01600602736938121,-0.01360196034588503,-0.005718724921546057,-0.008977094778884375,-0.008860055255468697
1999-06-30,0.07082310442789236,0.0760360215274799,0.08124893862706745,0.038764423923147225,0.04655049612510373,0.013849974890255887,0.021741304046039432,0.024600666836007326
1999-07-31,-0.017240109634815363,-0.015927562649815173,-0.014615015664814983,-0.021714905203489048,-0.007748891487964546,-0.0077584254162751595,-0.012178959689842573,-0.00954800774605912
1999-08-31,0.027678348302511084,0.03366292416323759,0.0396475000239641,-0.0036255546558174295,0.023670548954133005,-0.0012953588848856274,-0.002033418225534176,0.004171280596438393
1999-09-30,-0.0011444543424886855,0.0019269056464307943,0.004998265635350274,-0.01563572256235045,0.003627177509881713,-0.005586420304062639,-0.008769406682826837,-0.004748734966907508
1999-10-31,0.06500143591438733,0.06783566578794613,0.07066989566150494,0.04485386193483069,0.040017532806483486,0.016025644099858793,0.025156608850877896,0.025267568535536272
1999-11-30,0.06663450466968997,0.07675633653352365,0.08687816839735733,0.011656611607640999,0.05103797886484067,0.004164740804387163,0.006537693881656937,0.01595180289788385
1999-12-31,0.14317209599387534,0.16178094058708684,0.18038978518029833,0.03997647917294619,0.10530460491987112,0.01428302491593406,0.022421093890426676,0.03860279510528074
2000-01-31,-0.022235085380583768,-0.019103193926340578,-0.01597130247209739,-0.034851124438013935,-0.007996819834069895,-0.012451808888496122,-0.019546502077663244,-0.014298649496826353
2000-02-29,0.09702297832433199,0.11757002812874602,0.13811707793316005,-0.01065829480428685,0.08237580900988968,-0.0038080564722173444,-0.005977780771661454,0.015216379788727157
2000-03-31,0.03788206881321821,0.030766773252021783,0.02365147769082535,0.06783999320678397,0.011154651732215833,0.024238260430023816,0.03804854476140484,0.026814392469796527
2000-04-30,-0.08017268284375492,-0.09013095309856234,-0.10008922335336974,-0.02458422480165757,-0.0583264092591986,-0.008783592318420796,-0.013788238081615374,-0.022253894687750728
2000-05-31,-0.06895726133915946,-0.07965418215476758,-0.09035110297037571,-0.0110057778352634,-0.05312552684968185,-0.003932207195141966,-0.006172669111606302,-0.016201381987216296
2000-06-30,0.07067259034159439,0.08111043517195012,0.09154828000230585,0.01377744733140552,0.05371820339329544,0.004922485110835029,0.007727179746156868,0.01732853670282012
2000-07-31,-0.02661433056490499,-0.02932503614656228,-0.03203574172821957,-0.01099142780446788,-0.01853633836762548,-0.003927080134139167,-0.006164620794334414,-0.008207989687863296
2000-08-31,0.08855738971474991,0.09565017381891504,0.10274295792308018,0.04573838945368238,0.059004216075955726,0.016341673146237093,0.02565270242787958,0.029968512886642575
2000-09-30,-0.08086211803264291,-0.08804504310124182,-0.09522796816984076,-0.03840362899788205,-0.0548574531985804,-0.013721068017671858,-0.021538949635097848,-0.02639022580025394
2000-10-31,-0.04325221835320212,-0.05072450581660858,-0.05819679328001504,-0.0032748286641070697,-0.03438072016163335,-0.001170049498418826,-0.0018367110478977652,-0.009110169628126297
2000-11-30,-0.1400900734198463,-0.15553552309347232,-0.17098097276709837,-0.052256965518897226,-0.09920346290063285,-0.018670667251823137,-0.029308692375312934,-0.04158139771386306
2000-12-31,-0.04009316427480556,-0.04688880061463788,-0.0536844369544702,-0.00365821047639229,-0.03168796983187089,-0.0013070263430653025,-0.0020517334757594475,-0.008625264179525093
2001-01-31,0.06490900595987936,0.07061291963629915,0.07631683331271893,0.03112151850307458,0.043948828378656636,0.011119273968027074,0.017454725949010114,0.021269118859171793
2001-02-28,-0.16273492839873793,-0.17940142198510448,-0.19606791557147102,-0.06677148547909832,-0.11346885038960935,-0.023856497883317847,-0.03744926457013429,-0.050061775109555576
2001-03-31,-0.10671715651658426,-0.118605505974193,-0.13049385543180175,-0.0392259398383083,-0.07574059879428521,-0.014014867933658436,-0.02200014854359977,-0.03150692308245409
2001-04-30,0.11612355524478266,0.1254594709748045,0.13479538670482635,0.059808001683290694,0.07742003615223018,0.02136854460141572,0.03354374494408561,0.03924846057190768
2001-05-31,-0.017709323238085294,-0.020225685685639393,-0.022742048133193492,-0.003924130238761529,-0.013323204245600313,-0.0014020356753060837,-0.0022008764739111096,-0.004478988156968974
2001-06-30,0.005536392589719427,0.010087930649997537,0.014639468710275648,-0.01668042486003614,0.00939012556615329,-0.005959677510707198,-0.009355335428643127,-0.003791057287577108
2001-07-31,-0.048242820529683664,-0.05584479576351205,-0.06344677099734043,-0.00713672596573748,-0.03733112753842597,-0.0025498502343299194,-0.004002683734497907,-0.01117135774897795
2001-08-31,-0.07994091159176281,-0.08629204265434358,-0.09264317371692435,-0.041533258810332443,-0.05319168473650895,-0.014839240040663063,-0.023294224869909314,-0.027123693790434184
