Date,Monthly Return,Monthly Close,Dividend,Dividend Yield,Total Return,Cumulative Return
1999-04,0.0238234352139077,45.5344,0.0,0.0,0.0238234352139077,1.0238234352139077
1999-05,-0.0314133033392264,44.104,0.0,0.0,-0.0314133033392264,0.9916617590777244
1999-06,0.1075069194575144,48.8455,0.0,0.0,0.1075069194575144,1.0982722599399903
1999-07,-0.0178958232978396,47.9714,0.0,0.0,-0.0178958232978396,1.0786177736431855
1999-08,0.0546663948132402,50.5938,0.0,0.0,0.0546663948132402,1.137581918709742
1999-09,0.0083768533715513,51.0176,0.0,0.0,0.0083768533715513,1.1471112756409017
1999-10,0.0924192443567748,55.7326,0.0,0.0,0.0924192443567748,1.25312643292877
1999-11,0.1178706209349669,62.3018,0.0,0.0,0.1178706209349669,1.4008332236881043
1999-12,0.2431977018934668,77.4535,0.0,0.0,0.2431977018934668,1.741512644425068
2000-01,-0.0184684060833023,76.0231,0.0,0.0,-0.0184684060833023,1.7093496817086202
2000-02,0.190244362609445,90.486,0.0,0.0,0.190244362609445,2.0345438223819343
2000-03,0.0257613203977271,92.8171,0.0,0.0,0.0257613203977271,2.086956357653532
2000-04,-0.1347030236932993,80.3143,0.0,0.0,-0.1347030236932993,1.8058370259616465
2000-05,-0.1226917479207433,70.4604,0.0,0.0,-0.1226917479207433,1.5842757247864154
2000-06,0.1240605159198509,79.2018,0.0,0.0,0.1240605159198509,1.7808217885627138
2000-07,-0.0428090955372413,75.8112,0.0,0.0,-0.0428090955372413,1.7045864184813315
2000-08,0.1362683974040548,86.1419,0.0,0.0,0.1362683974040548,1.9368676779645002
2000-09,-0.1266915778258208,75.2284,0.0,0.0,-0.1266915778258208,1.691482855803344
2000-10,-0.0794012012970747,69.2552,0.0,0.0,-0.0794012012970747,1.5571770850791518
2000-11,-0.2291073046203992,53.3883,0.0,0.0,-0.2291073046203992,1.2004164403000173
2000-12,-0.0731823783645979,49.4813,0.0,0.0,-0.0731823783645979,1.1125671101708976
2001-01,0.1014984489114472,54.5035,0.0,0.0,0.1014984489114472,1.225490946163135
2001-02,-0.2620527722623773,40.2207,0.0,0.0,-0.2620527722623773,0.9043476463386416
2001-03,-0.1749205514879566,33.1853,0.0,0.0,-0.1749205514879566,0.7461586573042509
2001-04,0.1787991597049196,39.1188,0.0,0.0,0.1787991597049196,0.8795711982368021
2001-05,-0.0307695248166289,37.9151,0.0,0.0,-0.0307695248166289,0.8525072104246628
2001-06,0.0216862022313009,38.7374,0.0,0.0,0.0216862022313009,0.8709948541935743
2001-07,-0.0862150751464803,35.3976,0.0,0.0,-0.0862150751464803,0.7959019673870776
