Date,Monthly Return,Monthly Close,Dividend,Dividend Yield,Total Return,Cumulative Return
1998-02,0.0692947606345599,65.242,0.0,0.0,0.0692947606345599,1.06929476063456
1998-03,0.0487833913394704,68.4247,0.313,0.004574371535425073,0.05335776287489547,1.1263499369158672
1998-04,0.0127914626205321,69.2999,0.0,0.0,0.0127914626205321,1.1407576000315651
1998-05,-0.0207690370913329,67.8606,0.0,0.0,-0.0207690370913329,1.1170651631242896
1998-06,0.042573327951809,70.7497,0.352,0.00497528611428741,0.04754861406609641,1.1701800634523674
1998-07,-0.013513630093438,69.7936,0.0,0.0,-0.013513630093438,1.1543666829321564
1998-08,-0.1411793500385002,59.9402,0.0,0.0,-0.1411793500385002,0.991393944929695
1998-09,0.0636394334817331,63.7548,0.359,0.0056309485717153844,0.06927038205344847,1.0600681822604503
1998-10,0.0810807156089843,68.924,0.0,0.0,0.0810807156089843,1.146019269072443
1998-11,0.0556821327757959,72.7619,0.0,0.0,0.0556821327757959,1.2098320661765551
1998-12,0.0654223677693004,77.5221,0.392,0.005056622563114261,0.07047899033241466,1.2950998086724577
1999-01,0.0352249487746261,80.2528,0.0,0.0,0.0352249487746261,1.340719633090973
1999-02,-0.0320683721681924,77.6793,0.0,0.0,-0.0320683721681924,1.2977249369238093
1999-03,0.0414677452685123,80.9004,0.32,0.003955481060662246,0.045423226329174546,1.3566717904467132
1999-04,0.0379748435063223,83.9726,0.0,0.0,0.0379748435063223,1.4081911893783692
1999-05,-0.0228657533848303,82.0525,0.0,0.0,-0.0228657533848303,1.3759918369233526
1999-06,0.0553777484616389,86.5964,0.405,0.004676868784383646,0.06005461724602255,1.458626500023436
1999-07,-0.0310212931478415,83.9101,0.0,0.0,-0.0310212931478415,1.4133780197729988
1999-08,-0.0051793637940249,83.4755,0.0,0.0,-0.0051793637940249,1.4060576208301159
1999-09,-0.0223367465176435,81.6109,0.372,0.004558214650248925,-0.017778531867394573,1.3810599806107948
1999-10,0.0640769456211867,86.8403,0.0,0.0,0.0640769456211867,1.4695540858879899
1999-11,0.01665230229663,88.2864,0.0,0.0,0.01665230229663,1.4940255447674444
1999-12,0.0571092559613517,93.3283,0.348,0.0037287725159463954,0.06083802847729809,1.584919113405817
